18001001 ΜΑΚΑΡΙΟΣ ΜΑΚΑΡΙΟΣ ΜΑΚΑΡΙΟΣ
18001006 γινώσκει γινώσκει γινώσκει
18001006 Κύριος Κύριος Κύριος
18001006 ὁδὸν ὁδὸν ὁδόν
18001006 δικαίων, δικαίων δικαίων
18001006 καὶ καὶ καί
18001006 ὁδὸς ὁδὸς ὁδός
18001006 ἀσεβῶν ἀσεβῶν ἀσεβῶν
18001006 ἀπολεῖται. ἀπολεῖται ἀπολεῖται
18002001 Ἵνα Ἵνα Ἵνα
18002001 τί τί τί
18002001 ἐφρύαξαν ἐφρύαξαν ἐφρύαξαν
18002001 ἔθνη, ἔθνη ἔθνη
18002001 καὶ καὶ καί
18002001 λαοὶ λαοὶ λαοί
18002001 ἐμελέτησαν ἐμελέτησαν ἐμελέτησαν
18002001 κενά; κενά κενά
18002002 παρέστησαν παρέστησαν παρέστησαν
18002002 οἱ οἱ οἱ
18002002 βασιλεῖς βασιλεῖς βασιλεῖς
18002002 τῆς τῆς τῆς
18002002 γῆς γῆς γῆς
18002002 καὶ καὶ καί
18002002 οἱ οἱ οἱ
18002002 ἄρχοντες ἄρχοντες ἄρχοντες
18002002 συνήχθησαν συνήχθησαν συνήχθησαν
18002002 ἐπὶ ἐπὶ ἐπί
18002002 τὸ τὸ τό
18002002 αὐτὸ αὐτὸ αὐτό
18002002 κατὰ κατὰ κατά
18002002 τοῦ τοῦ τοῦ
18002002 κυρίου κυρίου κυρίου
18002002 καὶ καὶ καί
18002002 κατὰ κατὰ κατά
18002002 τοῦ τοῦ τοῦ
18002002 χριστοῦ χριστοῦ χριστοῦ
18002002 αὐτοῦ. αὐτοῦ αὐτοῦ
18002002 διάψαλμα. διάψαλμα διάψαλμα
18002003 διαρρήξωμεν διαρρήξωμεν διαρρήξωμεν
18002003 τοὺς τοὺς τούς
18002003 δεσμοὺς δεσμοὺς δεσμούς
18002003 αὐτῶν, αὐτῶν αὐτῶν
18002003 καὶ καὶ καί
18002003 ἀπορρίψωμεν ἀπορρίψωμεν ἀπορρίψωμεν
18002003 ἀφ’ ἀφ’ ἀπό
18002003 ἡμῶν ἡμῶν ἡμῶν
18002003 τὸν τὸν τόν
18002003 ζυγὸν ζυγὸν ζυγόν
18002003 αὐτῶν. αὐτῶν αὐτῶν
18002004 ὁ ὁ ὁ
18002004 κατοικῶν κατοικῶν κατοικῶν
18002004 ἐν ἐν ἐν
18002004 οὐρανοῖς οὐρανοῖς οὐρανοῖς
18002004 ἐκγελάσεται ἐκγελάσεται ἐκγελάσεται
18002004 αὐτούς, αὐτούς αὐτούς
18002004 καὶ καὶ καί
18002004 ὁ ὁ ὁ
18002004 κύριος κύριος κύριος
18002004 ἐκμυκτηριεῖ ἐκμυκτηριεῖ ἐκμυκτηριεῖ
18002004 αὐτούς. αὐτούς αὐτούς
18002005 τότε τότε τότε
18002005 λαλήσει λαλήσει λαλήσει
18002005 πρὸς πρὸς πρός
18002005 αὐτοὺς αὐτοὺς αὐτούς
18002005 ἐν ἐν ἐν
18002005 ὀργῇ ὀργῇ ὀργῇ
18002005 αὐτοῦ, αὐτοῦ αὐτοῦ
18002005 καὶ καὶ καί
18002005 ἐν ἐν ἐν
18002005 τῷ τῷ τῷ
18002005 θυμῷ θυμῷ θυμῷ
18002005 αὐτοῦ αὐτοῦ αὐτοῦ
18002005 ταράξει ταράξει ταράξει
18002005 αὐτούς. αὐτούς αὐτούς
18002006 ἐγὼ ἐγὼ ἐγώ
18002006 δὲ δὲ δέ
18002006 κατεστάθην κατεστάθην κατεστάθην
18002006 ὑπ’ ὑπ’ ὑπό
18002006 αὐτοῦ αὐτοῦ αὐτοῦ
18002006 ἐπὶ ἐπὶ ἐπί
18002006 Σειὼν Σειὼν Σειών
18002006 ὄρος ὄρος ὄρος
18002006 τὸ τὸ τό
18002006 ἅγιον ἅγιον ἅγιον
18002006 αὐτοῦ, αὐτοῦ αὐτοῦ
18002007 διαγγέλλων διαγγέλλων διαγγέλλων
18002007 τὸ τὸ τό
18002007 πρόσταγμα πρόσταγμα πρόσταγμα
18002007 Κυρίου. Κυρίου Κυρίου
18002007 Κύριος Κύριος Κύριος
18002007 εἶπεν εἶπεν εἶπεν
18002007 πρὸς πρὸς πρός
18002007 μέ μέ μέ
18002007 Υἱός Υἱός Υἱός
18002007 μου μου μου
18002007 εἶ εἶ εἶ
18002007 σύ, σύ σύ
18002007 ἐγὼ ἐγὼ ἐγώ
18002007 σήμερον σήμερον σήμερον
18002007 γεγέννηκά γεγέννηκά γεγέννηκά
18002007 σε· σε σε
18002008 αἴτησαι αἴτησαι αἴτησαι
18002008 παρ’ παρ’ παρά
18002008 ἐμοῦ, ἐμοῦ ἐμοῦ
18002008 καὶ καὶ καί
18002008 δώσω δώσω δώσω
18002008 σοι σοι σοι
18002008 ἔθνη ἔθνη ἔθνη
18002008 τὴν τὴν τήν
18002008 κληρονομίαν κληρονομίαν κληρονομίαν
18002008 σου, σου σου
18002008 καὶ καὶ καί
18002008 τὴν τὴν τήν
18002008 κατάσχεσίν κατάσχεσίν κατάσχεσίν
18002008 σου σου σου
18002008 τὰ τὰ τά
18002008 πέρατα πέρατα πέρατα
18002008 τῆς τῆς τῆς
18002008 γῆς· γῆς γῆς
18002009 ποιμανεῖς ποιμανεῖς ποιμανεῖς
18002009 αὐτοὺς αὐτοὺς αὐτούς
18002009 ἐν ἐν ἐν
18002009 ῥάβδῳ ῥάβδῳ ῥάβδῳ
18002009 σιδηρᾷ, σιδηρᾷ σιδηρᾷ
18002009 ὡς ὡς ὡς
18002009 σκεῦος σκεῦος σκεῦος
18002009 κεραμέως κεραμέως κεραμέως
18002009 συντρίψεις συντρίψεις συντρίψεις
18002009 αὐτούς. αὐτούς αὐτούς
18002010 καὶ καὶ καί
18002010 νῦν, νῦν νῦν
18002010 βασιλεῖς, βασιλεῖς βασιλεῖς
18002010 σύνετε· σύνετε σύνετε
18002010 παιδεύθητε, παιδεύθητε παιδεύθητε
18002010 πάντες πάντες πάντες
18002010 οἱ οἱ οἱ
18002010 κρίνοντες κρίνοντες κρίνοντες
18002010 τὴν τὴν τήν
18002010 γῆν. γῆν γῆν
18002011 δουλεύσατε δουλεύσατε δουλεύσατε
18002011 τῷ τῷ τῷ
18002011 κυρίῳ κυρίῳ κυρίῳ
18002011 ἐν ἐν ἐν
18002011 φόβῳ, φόβῳ φόβῳ
18002011 καὶ καὶ καί
18002011 ἀγαλλιᾶσθε ἀγαλλιᾶσθε ἀγαλλιᾶσθε
18002011 αὐτῷ αὐτῷ αὐτῷ
18002011 ἐν ἐν ἐν
18002011 τρόμῳ. τρόμῳ τρόμῳ
18002012 δράξασθε δράξασθε δράξασθε
18002012 παιδείας, παιδείας παιδείας
18002012 μή μή μή
18002012 ποτε ποτε ποτε
18002012 ὀργισθῇ ὀργισθῇ ὀργισθῇ
18002012 Κύριος, Κύριος Κύριος
18002012 καὶ καὶ καί
18002012 ἀπολεῖσθε ἀπολεῖσθε ἀπολεῖσθε
18002012 ἐξ ἐξ ἐκ
18002012 ὁδοῦ ὁδοῦ ὁδοῦ
18002012 δικαίας, δικαίας δικαίας
18002012 ὅταν ὅταν ὅταν
18002012 ἐκκαυθῇ ἐκκαυθῇ ἐκκαυθῇ
18002012 ἐν ἐν ἐν
18002012 τάχει τάχει τάχει
18002012 ὁ ὁ ὁ
18002012 θυμὸς θυμὸς θυμός
18002012 αὐτοῦ. αὐτοῦ αὐτοῦ
18002012 μακάριοι μακάριοι μακάριοι
18002012 πάντες πάντες πάντες
18002012 οἱ οἱ οἱ
18002012 πεποιθότες πεποιθότες πεποιθότες
18002012 ἐπ’ ἐπ’ ἐπί
18002012 αὐτῷ. αὐτῷ αὐτῷ
18003001 ψαλμὸς ψαλμὸς ψαλμός
18003001 τῷ τῷ τῷ
18003001 Δαυείδ, Δαυείδ Δαυείδ
18003001 ὁπότε ὁπότε ὁπότε
18003001 ἀπεδίδρασκεν ἀπεδίδρασκεν ἀπεδίδρασκεν
18003001 ἀπὸ ἀπὸ ἀπό
18003001 προσώπου προσώπου προσώπου
18003001 Ἀβεσσαλὼμ Ἀβεσσαλὼμ Ἀβεσσαλώμ
18003001 τοῦ τοῦ τοῦ
18003001 υἱοῦ υἱοῦ υἱοῦ
18003001 αὐτοῦ. αὐτοῦ αὐτοῦ
18003002 Κύριε, Κύριε Κύριε
18003002 τί τί τί
18003002 ἐπληθύνθησαν ἐπληθύνθησαν ἐπληθύνθησαν
18003002 οἱ οἱ οἱ
18003002 θλίβοντές θλίβοντές θλίβοντές
18003002 με; με με
18003002 πολλοὶ πολλοὶ πολλοί
18003002 ἐπανίστανται ἐπανίστανται ἐπανίστανται
18003002 ἐπ’ ἐπ’ ἐπί
18003002 ἐμέ· ἐμέ ἐμέ
18003003 πολλοὶ πολλοὶ πολλοί
18003003 λέγουσιν λέγουσιν λέγουσιν
18003003 τῇ τῇ τῇ
18003003 ψυχῇ ψυχῇ ψυχῇ
18003003 μου μου μου
18003003 Οὐκ Οὐκ Οὐκ
18003003 ἔστιν ἔστιν ἐστί(ν)
18003003 σωτηρία σωτηρία σωτηρία
18003003 ἐν ἐν ἐν
18003003 τῷ τῷ τῷ
18003003 θεῷ θεῷ θεῷ
18003003 αὐτοῦ. αὐτοῦ αὐτοῦ
18003003 διάψαλμα. διάψαλμα διάψαλμα
18003004 σὺ σὺ σύ
18003004 δέ, δέ δέ
18003004 Κύριε, Κύριε Κύριε
18003004 ἀντιλήμπτωρ ἀντιλήμπτωρ ἀντιλήμπτωρ
18003004 μου μου μου
18003004 εἶ, εἶ εἶ
18003004 δόξα δόξα δόξα
18003004 μου μου μου
18003004 καὶ καὶ καί
18003004 ὑψῶν ὑψῶν ὑψῶν
18003004 τὴν τὴν τήν
18003004 κεφαλήν κεφαλήν κεφαλήν
18003004 μου. μου μου
18003005 φωνῇ φωνῇ φωνῇ
18003005 μου μου μου
18003005 πρὸς πρὸς πρός
18003005 Κύριον Κύριον Κύριον
18003005 ἐκέκραξα, ἐκέκραξα ἐκέκραξα
18003005 καὶ καὶ καί
18003005 ἐπήκουσέν ἐπήκουσέν ἐπήκουσέν
18003005 μου μου μου
18003005 ἐξ ἐξ ἐκ
18003005 ὄρους ὄρους ὄρους
18003005 ἁγίου ἁγίου ἁγίου
18003005 αὐτοῦ. αὐτοῦ αὐτοῦ
18003005 διάψαλμα. διάψαλμα διάψαλμα
18003006 ἐγὼ ἐγὼ ἐγώ
18003006 ἐκοιμήθην ἐκοιμήθην ἐκοιμήθην
18003006 καὶ καὶ καί
18003006 ὕπνωσα. ὕπνωσα ὕπνωσα
18003006 ἐξηγέρθην, ἐξηγέρθην ἐξηγέρθην
18003006 ὅτι ὅτι ὅτι
18003006 Κύριος Κύριος Κύριος
18003006 ἀντιλήμψεταί ἀντιλήμψεταί ἀντιλήμψεταί
18003006 μου. μου μου
18003007 οὐ οὐ οὐ
18003007 φοβηθήσομαι φοβηθήσομαι φοβηθήσομαι
18003007 ἀπὸ ἀπὸ ἀπό
18003007 μυριάδων μυριάδων μυριάδων
18003007 λαοῦ λαοῦ λαοῦ
18003007 τῶν τῶν τῶν
18003007 κύκλῳ κύκλῳ κύκλῳ
18003007 ἐπιτιθεμένων ἐπιτιθεμένων ἐπιτιθεμένων
18003007 μοι. μοι μοι
18003008 ἀνάστα, ἀνάστα ἀνάστα
18003008 Κύριε, Κύριε Κύριε
18003008 σῶσόν σῶσόν σῶσόν
18003008 με με με
18003008 ὁ ὁ ὁ
18003008 θεός θεός θεός
18003008 μου· μου μου
18003008 ὅτι ὅτι ὅτι
18003008 σὺ σὺ σύ
18003008 ἐπάταξας ἐπάταξας ἐπάταξας
18003008 πάντας πάντας πάντας
18003008 τοὺς τοὺς τούς
18003008 ἐχθραίνοντάς ἐχθραίνοντάς ἐχθραίνοντάς
18003008 μοι μοι μοι
18003008 ματαίως, ματαίως ματαίως
18003008 ὀδόντας ὀδόντας ὀδόντας
18003008 ἁμαρτωλῶν ἁμαρτωλῶν ἁμαρτωλῶν
18003008 συνέτριψας. συνέτριψας συνέτριψας
18003009 τοῦ τοῦ τοῦ
18003009 κυρίου κυρίου κυρίου
18003009 ἡ ἡ ἡ
18003009 σωτηρία, σωτηρία σωτηρία
18003009 καὶ καὶ καί
18003009 ἐπὶ ἐπὶ ἐπί
18003009 τὸν τὸν τόν
18003009 λαόν λαόν λαόν
18003009 σου σου σου
18003009 ἡ ἡ ἡ
18003009 εὐλογία εὐλογία εὐλογία
18003009 σου. σου σου
18004001 Εἰς Εἰς Εἰς
18004001 τὸ τὸ τό
18004001 τέλος, τέλος τέλος
18004001 ἐν ἐν ἐν
18004001 ψαλμοῖς· ψαλμοῖς ψαλμοῖς
18004001 ᾠδὴ ᾠδὴ ᾠδή
18004001 τῷ τῷ τῷ
18004001 Δαυείδ. Δαυείδ Δαυείδ
18004002 Ἐν Ἐν Ἐν
18004002 τῷ τῷ τῷ
18004002 ἐπικαλεῖσθαί ἐπικαλεῖσθαί ἐπικαλεῖσθαί
18004002 με με με
18004002 εἰσήκουσέν εἰσήκουσέν εἰσήκουσέν
18004002 μου μου μου
18004002 ὁ ὁ ὁ
18004002 θεὸς θεὸς θεός
18004002 τῆς τῆς τῆς
18004002 δικαιοσύνης δικαιοσύνης δικαιοσύνης
18004002 μου, μου μου
18004002 ἐν ἐν ἐν
18004002 θλίψει θλίψει θλίψει
18004002 ἐπλάτυνάς ἐπλάτυνάς ἐπλάτυνάς
18004002 μοι· μοι μοι
18004002 οἰκτείρησόν οἰκτείρησόν οἰκτείρησόν
18004002 με με με
18004002 καὶ καὶ καί
18004002 εἰσάκουσον εἰσάκουσον εἰσάκουσον
18004002 τῆς τῆς τῆς
18004002 προσευχῆς προσευχῆς προσευχῆς
18004002 μου. μου μου
18004003 υἱοὶ υἱοὶ υἱοί
18004003 ἀνθρώπων, ἀνθρώπων ἀνθρώπων
18004003 ἕως ἕως ἕως
18004003 πότε πότε πότε
18004003 βαρυκάρδιοι; βαρυκάρδιοι βαρυκάρδιοι
18004003 ἵνα ἵνα ἵνα
18004003 τί τί τί
18004003 ἀγαπᾶτε ἀγαπᾶτε ἀγαπᾶτε
18004003 ματαιότητα ματαιότητα ματαιότητα
18004003 καὶ καὶ καί
18004003 ζητεῖτε ζητεῖτε ζητεῖτε
18004003 ψεῦδος; ψεῦδος ψεῦδος
18004003 διάψαλμα. διάψαλμα διάψαλμα
18004004 καὶ καὶ καί
18004004 γνῶτε γνῶτε γνῶτε
18004004 ὅτι ὅτι ὅτι
18004004 ἐθαυμάστωσεν ἐθαυμάστωσεν ἐθαυμάστωσεν
18004004 Κύριος Κύριος Κύριος
18004004 τὸν τὸν τόν
18004004 ὅσιον ὅσιον ὅσιον
18004004 αὐτοῦ· αὐτοῦ αὐτοῦ
18004004 Κύριος Κύριος Κύριος
18004004 εἰσακούσεταί εἰσακούσεταί εἰσακούσεταί
18004004 μου μου μου
18004004 ἐν ἐν ἐν
18004004 τῷ τῷ τῷ
18004004 κεκραγέναι κεκραγέναι κεκραγέναι
18004004 με με με
18004004 πρὸς πρὸς πρός
18004004 αὐτόν. αὐτόν αὐτόν
18004005 ὀργίζεσθε ὀργίζεσθε ὀργίζεσθε
18004005 καὶ καὶ καί
18004005 μὴ μὴ μή
18004005 ἁμαρτάνετε· ἁμαρτάνετε ἁμαρτάνετε
18004005 ἃ ἃ ἅ
18004005 λέγετε λέγετε λέγετε
18004005 ἐν ἐν ἐν
18004005 καρδίᾳ, καρδίᾳ καρδίᾳ
18004005 ἐπὶ ἐπὶ ἐπί
18004005 ταῖς ταῖς ταῖς
18004005 κοίταις κοίταις κοίταις
18004005 ὑμῶν ὑμῶν ὑμῶν
18004005 κατανύγητε. κατανύγητε κατανύγητε
18004005 διάψαλμα. διάψαλμα διάψαλμα
18004006 θύσατε θύσατε θύσατε
18004006 θυσίαν θυσίαν θυσίαν
18004006 δικαιοσύνης, δικαιοσύνης δικαιοσύνης
18004006 καὶ καὶ καί
18004006 ἐλπίσατε ἐλπίσατε ἐλπίσατε
18004006 ἐπὶ ἐπὶ ἐπί
18004006 Κύριον. Κύριον Κύριον
18004007 πολλοὶ πολλοὶ πολλοί
18004007 λέγουσιν λέγουσιν λέγουσιν
18004007 Τίς Τίς Τίς
18004007 δείξει δείξει δείξει
18004007 ἡμῖν ἡμῖν ἡμῖν
18004007 τὰ τὰ τά
18004007 ἀγαθά; ἀγαθά ἀγαθά
18004007 ἐσημειώθη ἐσημειώθη ἐσημειώθη
18004007 ἐφ’ ἐφ’ ἐπί
18004007 ἡμᾶς ἡμᾶς ἡμᾶς
18004007 τὸ τὸ τό
18004007 φῶς φῶς φῶς
18004007 τοῦ τοῦ τοῦ
18004007 προσώπου προσώπου προσώπου
18004007 σου, σου σου
18004007 Κύριε· Κύριε Κύριε
18004008 ἔδωκας ἔδωκας ἔδωκας
18004008 εὐφροσύνην εὐφροσύνην εὐφροσύνην
18004008 εἰς εἰς εἰς
18004008 τὴν τὴν τήν
18004008 καρδίαν καρδίαν καρδίαν
18004008 μου, μου μου
18004008 ἀπὸ ἀπὸ ἀπό
18004008 καρποῦ καρποῦ καρποῦ
18004008 σίτου σίτου σίτου
18004008 καὶ καὶ καί
18004008 οἴνου οἴνου οἴνου
18004008 καὶ καὶ καί
18004008 ἐλαίου ἐλαίου ἐλαίου
18004008 αὐτῶν αὐτῶν αὐτῶν
18004008 ἐπληθύνθησαν. ἐπληθύνθησαν ἐπληθύνθησαν
18004009 ἐν ἐν ἐν
18004009 εἰρήνῃ εἰρήνῃ εἰρήνῃ
18004009 ἐπὶ ἐπὶ ἐπί
18004009 τὸ τὸ τό
18004009 αὐτὸ αὐτὸ αὐτό
18004009 κοιμηθήσομαι κοιμηθήσομαι κοιμηθήσομαι
18004009 καὶ καὶ καί
18004009 ὑπνώσω· ὑπνώσω ὑπνώσω
18004009 ὅτι ὅτι ὅτι
18004009 σύ, σύ σύ
18004009 Κύριε, Κύριε Κύριε
18004009 κατὰ κατὰ κατά
18004009 μόνας μόνας μόνας
18004009 ἐπὶ ἐπὶ ἐπί
18004009 ἐλπίδι ἐλπίδι ἐλπίδι
18004009 κατῴκισάς κατῴκισάς κατῴκισάς
18004009 με. με με
18005001 Εἰς Εἰς Εἰς
18005001 τὸ τὸ τό
18005001 τέλος, τέλος τέλος
18005001 ὑπὲρ ὑπὲρ ὑπέρ
18005001 τῆς τῆς τῆς
18005001 κληρονομούσης· κληρονομούσης κληρονομούσης
18005001 ψαλμὸς ψαλμὸς ψαλμός
18005001 τῷ τῷ τῷ
18005001 Δαυείδ. Δαυείδ Δαυείδ
18005002 Τὰ Τὰ Τά
18005002 ῥήματά ῥήματά ῥήματά
18005002 μου μου μου
18005002 ἐνώτισαι, ἐνώτισαι ἐνώτισαι
18005002 Κύριε, Κύριε Κύριε
18005002 σύνες σύνες σύνες
18005002 τῆς τῆς τῆς
18005002 κραυγῆς κραυγῆς κραυγῆς
18005002 μου, μου μου
18005003 πρόσχες πρόσχες πρόσχες
18005003 τῆς τῆς τῆς
18005003 φωνῆς φωνῆς φωνῆς
18005003 τῆς τῆς τῆς
18005003 δεήσεώς δεήσεώς δεήσεώς
18005003 μου, μου μου
18005003 ὁ ὁ ὁ
18005003 βασιλεύς βασιλεύς βασιλεύς
18005003 μου μου μου
18005003 καὶ καὶ καί
18005003 ὁ ὁ ὁ
18005003 θεός θεός θεός
18005003 μου· μου μου
18005003 ὅτι ὅτι ὅτι
18005003 πρὸς πρὸς πρός
18005003 σὲ σὲ σέ
18005003 προσεύξομαι, προσεύξομαι προσεύξομαι
18005003 Κύριε. Κύριε Κύριε
18005004 τὸ τὸ τό
18005004 πρωὶ πρωὶ πρωί
18005004 εἰσακούσῃ εἰσακούσῃ εἰσακούσῃ
18005004 τῆς τῆς τῆς
18005004 φωνῆς φωνῆς φωνῆς
18005004 μου· μου μου
18005004 τὸ τὸ τό
18005004 πρωὶ πρωὶ πρωί
18005004 παραστήσομαί παραστήσομαί παραστήσομαί
18005004 σοι σοι σοι
18005004 καὶ καὶ καί
18005004 ἐπόψομαι. ἐπόψομαι ἐπόψομαι
18005005 ὅτι ὅτι ὅτι
18005005 οὐχὶ οὐχὶ οὐχί
18005005 θεὸς θεὸς θεός
18005005 θέλων θέλων θέλων
18005005 ἀνομίαν ἀνομίαν ἀνομίαν
18005005 σὺ σὺ σύ
18005005 εἶ· εἶ εἶ
18005005 οὐδὲ οὐδὲ οὐδέ
18005005 παροικήσει παροικήσει παροικήσει
18005005 σοι σοι σοι
18005005 πονηρευόμενος. πονηρευόμενος πονηρευόμενος
18005006 οὐ οὐ οὐ
18005006 διαμενοῦσιν διαμενοῦσιν διαμενοῦσιν
18005006 παράνομοι παράνομοι παράνομοι
18005006 κατέναντι κατέναντι κατέναντι
18005006 τῶν τῶν τῶν
18005006 ὀφθαλμῶν ὀφθαλμῶν ὀφθαλμῶν
18005006 σου· σου σου
18005006 ἐμίσησας, ἐμίσησας ἐμίσησας
18005006 Κύριε, Κύριε Κύριε
18005006 πάντας πάντας πάντας
18005006 τοὺς τοὺς τούς
18005006 ἐργαζομένους ἐργαζομένους ἐργαζομένους
18005006 τὴν τὴν τήν
18005006 ἀνομίαν. ἀνομίαν ἀνομίαν
18005007 ἀπολεῖς ἀπολεῖς ἀπολεῖς
18005007 πάντας πάντας πάντας
18005007 τοὺς τοὺς τούς
18005007 λαλοῦντας λαλοῦντας λαλοῦντας
18005007 τὸ τὸ τό
18005007 ψεῦδος· ψεῦδος ψεῦδος
18005007 ἄνδρα ἄνδρα ἄνδρα
18005007 αἱμάτων αἱμάτων αἱμάτων
18005007 καὶ καὶ καί
18005007 δόλιον δόλιον δόλιον
18005007 βδελύσσεται βδελύσσεται βδελύσσεται
18005007 Κύριος. Κύριος Κύριος
18005008 ἐγὼ ἐγὼ ἐγώ
18005008 δὲ δὲ δέ
18005008 ἐν ἐν ἐν
18005008 τῷ τῷ τῷ
18005008 πλήθει πλήθει πλήθει
18005008 τοῦ τοῦ τοῦ
18005008 ἐλέου ἐλέου ἐλέου
18005008 σου σου σου
18005008 εἰσελεύσομαι εἰσελεύσομαι εἰσελεύσομαι
18005008 εἰς εἰς εἰς
18005008 τὸν τὸν τόν
18005008 οἶκόν οἶκόν οἶκόν
18005008 σου, σου σου
18005008 προσκυνήσω προσκυνήσω προσκυνήσω
18005008 πρὸς πρὸς πρός
18005008 ναὸν ναὸν ναόν
18005008 ἅγιόν ἅγιόν ἅγιόν
18005008 σου σου σου
18005008 ἐν ἐν ἐν
18005008 φόβῳ φόβῳ φόβῳ
18005008 σου. σου σου
18005009 Κύριε, Κύριε Κύριε
18005009 ὁδήγησόν ὁδήγησόν ὁδήγησόν
18005009 με με με
18005009 ἐν ἐν ἐν
18005009 τῇ τῇ τῇ
18005009 δικαιοσύνῃ δικαιοσύνῃ δικαιοσύνῃ
18005009 σου σου σου
18005009 ἕνεκα ἕνεκα ἕνεκα
18005009 τῶν τῶν τῶν
18005009 ἐχθρῶν ἐχθρῶν ἐχθρῶν
18005009 μου, μου μου
18005009 κατεύθυνον κατεύθυνον κατεύθυνον
