05001001 ΟΥΤΟΙ ΟΥΤΟΙ ΟΥΤΟΙ
05001007 παραλίαν παραλίαν παραλίαν
05001007 γῆν γῆν γῆν
05001007 Χαναναίων Χαναναίων Χαναναίων
05001007 καὶ καὶ καί
05001007 Ἀντιλίβανον, Ἀντιλίβανον Ἀντιλίβανον
05001007 ἕως ἕως ἕως
05001007 τοῦ τοῦ τοῦ
05001007 ποταμοῦ ποταμοῦ ποταμοῦ
05001007 τοῦ τοῦ τοῦ
05001007 μεγάλου μεγάλου μεγάλου
05001007 Εὐφράτου. Εὐφράτου Εὐφράτου
05001008 ἴδετε ἴδετε ἴδετε
05001008 παραδέδωκεν παραδέδωκεν παραδέδωκεν
05001008 ἐνώπιον ἐνώπιον ἐνώπιον
05001008 ὑμῶν ὑμῶν ὑμῶν
05001008 τὴν τὴν τήν
05001008 γῆν· γῆν γῆν
05001008 εἰσπορευθέντες εἰσπορευθέντες εἰσπορευθέντες
05001008 κληρονομήσατε κληρονομήσατε κληρονομήσατε
05001008 τὴν τὴν τήν
05001008 γῆν γῆν γῆν
05001008 ἣν ἣν ἥν
05001008 ὤμοσα ὤμοσα ὤμοσα
05001008 τοῖς τοῖς τοῖς
05001008 πατράσιν πατράσιν πατράσιν
05001008 ὑμῶν, ὑμῶν ὑμῶν
05001008 τῷ τῷ τῷ
05001008 Ἀβραὰμ Ἀβραὰμ Ἀβραάμ
05001008 καὶ καὶ καί
05001008 Ἰσαὰκ Ἰσαὰκ Ἰσαάκ
05001008 καὶ καὶ καί
05001008 Ἰακώβ, Ἰακώβ Ἰακώβ
05001008 δοῦναι δοῦναι δοῦναι
05001008 αὐτοῖς αὐτοῖς αὐτοῖς
05001008 καὶ καὶ καί
05001008 τῷ τῷ τῷ
05001008 σπέρματι σπέρματι σπέρματι
05001008 αὐτῶν αὐτῶν αὐτῶν
05001008 μετ’ μετ’ μετά
05001008 αὐτούς. αὐτούς αὐτούς
05001009 καὶ καὶ καί
05001009 εἶπα εἶπα εἶπα
05001009 πρὸς πρὸς πρός
05001009 ὑμᾶς ὑμᾶς ὑμᾶς
05001009 ἐν ἐν ἐν
05001009 τῷ τῷ τῷ
05001009 καιρῷ καιρῷ καιρῷ
05001009 ἐκείνῳ ἐκείνῳ ἐκείνῳ
05001009 λέγων λέγων λέγων
05001009 Οὐ Οὐ Οὐ
05001009 δυνήσομαι δυνήσομαι δυνήσομαι
05001009 μόνος μόνος μόνος
05001009 φέρειν φέρειν φέρειν
05001009 ὑμᾶς· ὑμᾶς ὑμᾶς
05001010 Κύριος Κύριος Κύριος
05001010 ὁ ὁ ὁ
05001010 θεὸς θεὸς θεός
05001010 ὑμῶν ὑμῶν ὑμῶν
05001010 ἐπλήθυνεν ἐπλήθυνεν ἐπλήθυνεν
05001010 ὑμᾶς, ὑμᾶς ὑμᾶς
05001010 καὶ καὶ καί
05001010 ἰδού ἰδού ἰδού
05001010 ἐστε ἐστε ἐστε
05001010 σήμερον σήμερον σήμερον
05001010 ὡσεὶ ὡσεὶ ὡσεί
05001010 τὰ τὰ τά
05001010 ἄστρα ἄστρα ἄστρα
05001010 τοῦ τοῦ τοῦ
05001010 οὐρανοῦ οὐρανοῦ οὐρανοῦ
05001010 τῷ τῷ τῷ
05001010 πλήθει· πλήθει πλήθει
05001011 Κύριος Κύριος Κύριος
05001011 ὁ ὁ ὁ
05001011 θεὸς θεὸς θεός
05001011 τῶν τῶν τῶν
05001011 πατέρων πατέρων πατέρων
05001011 ὑμῶν ὑμῶν ὑμῶν
05001011 προσθείη προσθείη προσθείη
05001011 ὑμῖν ὑμῖν ὑμῖν
05001011 ὡς ὡς ὡς
05001011 ἐστὲ ἐστὲ ἐστέ
05001011 χιλιοπλασίως, χιλιοπλασίως χιλιοπλασίως
05001011 καὶ καὶ καί
05001011 εὐλογήσαι εὐλογήσαι εὐλογήσαι
05001011 ὑμᾶς ὑμᾶς ὑμᾶς
05001011 καθότι καθότι καθότι
05001011 ἐλάλησεν ἐλάλησεν ἐλάλησεν
05001011 ὑμῖν. ὑμῖν ὑμῖν
05001012 πῶς πῶς πῶς
05001012 δυνήσομαι δυνήσομαι δυνήσομαι
05001012 μόνος μόνος μόνος
05001012 φέρειν φέρειν φέρειν
05001012 τὸν τὸν τόν
05001012 κόπον κόπον κόπον
05001012 ὑμῶν ὑμῶν ὑμῶν
05001012 καὶ καὶ καί
05001012 τὴν τὴν τήν
05001012 ὑπόστασιν ὑπόστασιν ὑπόστασιν
05001012 ὑμῶν ὑμῶν ὑμῶν
05001012 καὶ καὶ καί
05001012 τὰς τὰς τάς
05001012 ἀντιλογίας ἀντιλογίας ἀντιλογίας
05001012 ὑμῶν; ὑμῶν ὑμῶν
05001013 δότε δότε δότε
05001013 ἑαυτοῖς ἑαυτοῖς ἑαυτοῖς
05001013 ἄνδρας ἄνδρας ἄνδρας
05001013 σοφοὺς σοφοὺς σοφούς
05001013 καὶ καὶ καί
05001013 ἐπιστήμονας ἐπιστήμονας ἐπιστήμονας
05001013 καὶ καὶ καί
05001013 συνετοὺς συνετοὺς συνετούς
05001013 εἰς εἰς εἰς
05001013 τὰς τὰς τάς
05001013 φυλὰς φυλὰς φυλάς
05001013 ὑμῶν, ὑμῶν ὑμῶν
05001013 καὶ καὶ καί
05001013 καταστήσω καταστήσω καταστήσω
05001013 ἐφ’ ἐφ’ ἐπί
05001013 ὑμῶν ὑμῶν ὑμῶν
05001013 ἡγουμένους ἡγουμένους ἡγουμένους
05001013 ὑμῶν. ὑμῶν ὑμῶν
05001014 καὶ καὶ καί
05001014 ἀπεκρίθητέ ἀπεκρίθητέ ἀπεκρίθητέ
05001014 μοι μοι μοι
05001014 καὶ καὶ καί
05001014 εἴπατε εἴπατε εἴπατε
05001014 Καλὸν Καλὸν Καλόν
05001014 τὸ τὸ τό
05001014 ῥῆμα ῥῆμα ῥῆμα
05001014 ὃ ὃ ὁ/ὅ@
05001014 ἐλάλησας ἐλάλησας ἐλάλησας
05001014 ποιῆσαι. ποιῆσαι ποιῆσαι
05001015 καὶ καὶ καί
05001015 ἔλαβον ἔλαβον ἔλαβον
05001015 ἐξ ἐξ ἐκ
05001015 ὑμῶν ὑμῶν ὑμῶν
05001015 ἄνδρας ἄνδρας ἄνδρας
05001015 σοφοὺς σοφοὺς σοφούς
05001015 καὶ καὶ καί
05001015 ἐπιστήμονας ἐπιστήμονας ἐπιστήμονας
05001015 καὶ καὶ καί
05001015 συνετούς, συνετούς συνετούς
05001015 καὶ καὶ καί
05001015 κατέστησα κατέστησα κατέστησα
05001015 αὐτοὺς αὐτοὺς αὐτούς
05001015 ἡγεῖσθαι ἡγεῖσθαι ἡγεῖσθαι
05001015 ἐφ’ ἐφ’ ἐπί
05001015 ὑμῶν, ὑμῶν ὑμῶν
05001015 χιλιάρχους χιλιάρχους χιλιάρχους
05001015 καὶ καὶ καί
05001015 ἑκατοντάρχους ἑκατοντάρχους ἑκατοντάρχους
05001015 καὶ καὶ καί
05001015 δεκαδάρχους δεκαδάρχους δεκαδάρχους
05001015 καὶ καὶ καί
05001015 γραμματοεισαγωγεῖς γραμματοεισαγωγεῖς γραμματοεισαγωγεῖς
05001015 τοῖς τοῖς τοῖς
05001015 κριταῖς κριταῖς κριταῖς
05001015 ὑμῶν. ὑμῶν ὑμῶν
05001016 καὶ καὶ καί
05001016 ἐνετειλάμην ἐνετειλάμην ἐνετειλάμην
05001016 τοῖς τοῖς τοῖς
05001016 κριταῖς κριταῖς κριταῖς
05001016 ὑμῶν ὑμῶν ὑμῶν
05001016 ἐν ἐν ἐν
05001016 τῷ τῷ τῷ
05001016 καιρῷ καιρῷ καιρῷ
05001016 ἐκείνῳ ἐκείνῳ ἐκείνῳ
05001016 λέγων λέγων λέγων
05001016 Διακούετε Διακούετε Διακούετε
05001016 ἀνὰ ἀνὰ ἀνά
05001016 μέσον μέσον μέσον
05001016 τῶν τῶν τῶν
05001016 ἀδελφῶν ἀδελφῶν ἀδελφῶν
05001016 ὑμῶν, ὑμῶν ὑμῶν
05001016 καὶ καὶ καί
05001016 κρίνατε κρίνατε κρίνατε
05001016 δικαίως δικαίως δικαίως
05001016 ἀνὰ ἀνὰ ἀνά
05001016 μέσον μέσον μέσον
05001016 ἀνδρὸς ἀνδρὸς ἀνδρός
05001016 καὶ καὶ καί
05001016 ἀνὰ ἀνὰ ἀνά
05001016 μέσον μέσον μέσον
05001016 ἀδελφοῦ ἀδελφοῦ ἀδελφοῦ
05001016 καὶ καὶ καί
05001016 ἀνὰ ἀνὰ ἀνά
05001016 μέσον μέσον μέσον
05001016 προσηλύτου προσηλύτου προσηλύτου
05001016 αὐτοῦ. αὐτοῦ αὐτοῦ
05001017 οὐκ οὐκ οὐ
05001017 ἐπιγνώσῃ ἐπιγνώσῃ ἐπιγνώσῃ
05001017 πρόσωπον πρόσωπον πρόσωπον
05001017 ἐν ἐν ἐν
05001017 κρίσει· κρίσει κρίσει
05001017 κατὰ κατὰ κατά
05001017 τὸν τὸν τόν
05001017 μικρὸν μικρὸν μικρόν
05001017 καὶ καὶ καί
05001017 κατὰ κατὰ κατά
05001017 τὸν τὸν τόν
05001017 μέγαν μέγαν μέγαν
05001017 κρινεῖς, κρινεῖς κρινεῖς
05001017 οὐ οὐ οὐ
05001017 μὴ μὴ μή
05001017 ὑποστείλῃ ὑποστείλῃ ὑποστείλῃ
05001017 πρόσωπον πρόσωπον πρόσωπον
05001017 ἀνθρώπου, ἀνθρώπου ἀνθρώπου
05001017 ὅτι ὅτι ὅτι
05001017 ἡ ἡ ἡ
05001017 κρίσις κρίσις κρίσις
05001017 τοῦ τοῦ τοῦ
05001017 θεοῦ θεοῦ θεοῦ
05001017 ἐστίν· ἐστίν ἐστί(ν)
05001017 καὶ καὶ καί
05001017 τὸ τὸ τό
05001017 ῥῆμα ῥῆμα ῥῆμα
05001017 ὃ ὃ ὁ/ὅ@
05001017 ἐὰν ἐὰν ἐάν
05001017 σκληρὸν σκληρὸν σκληρόν
05001017 ᾖ ᾖ ᾖ
05001017 ἀφ’ ἀφ’ ἀπό
05001017 ὑμῶν, ὑμῶν ὑμῶν
05001017 ἀνοίσετε ἀνοίσετε ἀνοίσετε
05001017 αὐτὸ αὐτὸ αὐτό
05001017 ἐπ’ ἐπ’ ἐπί
05001017 ἐμέ, ἐμέ ἐμέ
05001017 καὶ καὶ καί
05001017 ἀκούσομαι ἀκούσομαι ἀκούσομαι
05001017 ὑμῶν. ὑμῶν ὑμῶν
05001018 καὶ καὶ καί
05001018 ἐνετειλάμην ἐνετειλάμην ἐνετειλάμην
05001018 ὑμῖν ὑμῖν ὑμῖν
05001018 ἐν ἐν ἐν
05001018 τῷ τῷ τῷ
05001018 καιρῷ καιρῷ καιρῷ
05001018 ἐκείνῳ ἐκείνῳ ἐκείνῳ
05001018 πάντας πάντας πάντας
05001018 τοὺς τοὺς τούς
05001018 λόγους λόγους λόγους
05001018 οὓς οὓς οὕς
05001018 ποιήσετε. ποιήσετε ποιήσετε
05001019 Καὶ Καὶ Καί
05001019 ἀπάραντες ἀπάραντες ἀπάραντες
05001019 ἐκ ἐκ ἐκ
05001019 Χωρὴβ Χωρὴβ Χωρήβ
05001019 ἐπορεύθημεν ἐπορεύθημεν ἐπορεύθημεν
05001019 πᾶσαν πᾶσαν πᾶσαν
05001019 τὴν τὴν τήν
05001019 ἔρημον ἔρημον ἔρημον
05001019 τὴν τὴν τήν
05001019 μεγάλην μεγάλην μεγάλην
05001019 καὶ καὶ καί
05001019 τὴν τὴν τήν
05001019 φοβερὰν φοβερὰν φοβεράν
05001019 ἐκείνην ἐκείνην ἐκείνην
05001019 ἣν ἣν ἥν
05001019 εἴδετε, εἴδετε εἴδετε
05001019 ὁδὸν ὁδὸν ὁδόν
05001019 ὄρους ὄρους ὄρους
05001019 τοῦ τοῦ τοῦ
05001019 Ἀμορραίου, Ἀμορραίου Ἀμορραίου
05001019 καθότι καθότι καθότι
05001019 ἐνετείλατο ἐνετείλατο ἐνετείλατο
05001019 Κύριος Κύριος Κύριος
05001019 ὁ ὁ ὁ
05001019 θεὸς θεὸς θεός
05001019 ἡμῶν ἡμῶν ἡμῶν
05001019 ἡμῖν, ἡμῖν ἡμῖν
05001019 καὶ καὶ καί
05001019 ἤλθομεν ἤλθομεν ἤλθομεν
05001019 ἕως ἕως ἕως
05001019 Καδὴς Καδὴς Καδής
05001019 Βαρνή. Βαρνή Βαρνή
05001020 καὶ καὶ καί
05001020 εἶπα εἶπα εἶπα
05001020 πρὸς πρὸς πρός
05001020 ὑμᾶς ὑμᾶς ὑμᾶς
05001020 Ἤλθατε Ἤλθατε Ἤλθατε
05001020 ἕως ἕως ἕως
05001020 τοῦ τοῦ τοῦ
05001020 ὄρους ὄρους ὄρους
05001020 τοῦ τοῦ τοῦ
05001020 Ἀμορραίου, Ἀμορραίου Ἀμορραίου
05001020 ὃ ὃ ὁ/ὅ@
05001020 ὁ ὁ ὁ
05001020 κύριος κύριος κύριος
05001020 ὁ ὁ ὁ
05001020 θεὸς θεὸς θεός
05001020 ἡμῶν ἡμῶν ἡμῶν
05001020 δίδωσιν δίδωσιν δίδωσιν
05001020 ὑμῖν· ὑμῖν ὑμῖν
05001021 ἴδετε ἴδετε ἴδετε
05001021 παραδέδωκεν παραδέδωκεν παραδέδωκεν
05001021 ὑμῖν ὑμῖν ὑμῖν
05001021 Κύριος Κύριος Κύριος
05001021 ὁ ὁ ὁ
05001021 θεὸς θεὸς θεός
05001021 ἡμῶν ἡμῶν ἡμῶν
05001021 πρὸ πρὸ πρό
05001021 προσώπου προσώπου προσώπου
05001021 ὑμῶν ὑμῶν ὑμῶν
05001021 τὴν τὴν τήν
05001021 γῆν· γῆν γῆν
05001021 ἀναβάντες ἀναβάντες ἀναβάντες
05001021 κληρονομήσατε, κληρονομήσατε κληρονομήσατε
05001021 ὃν ὃν ὅν
05001021 τρόπον τρόπον τρόπον
05001021 εἶπεν εἶπεν εἶπεν
05001021 Κύριος Κύριος Κύριος
05001021 ὁ ὁ ὁ
05001021 θεὸς θεὸς θεός
05001021 τῶν τῶν τῶν
05001021 πατέρων πατέρων πατέρων
05001021 ἡμῶν ἡμῶν ἡμῶν
05001021 ὑμῖν· ὑμῖν ὑμῖν
05001021 μὴ μὴ μή
05001021 φοβεῖσθε φοβεῖσθε φοβεῖσθε
05001021 μηδὲ μηδὲ μηδέ
05001021 δειλιάσητε. δειλιάσητε δειλιάσητε
05001022 καὶ καὶ καί
05001022 προσήλθατέ προσήλθατέ προσήλθατέ
05001022 μοι μοι μοι
05001022 πάντες πάντες πάντες
05001022 καὶ καὶ καί
05001022 εἴπατε εἴπατε εἴπατε
05001022 Ἀποστείλωμεν Ἀποστείλωμεν Ἀποστείλωμεν
05001022 ἄνδρας ἄνδρας ἄνδρας
05001022 προτέρους προτέρους προτέρους
05001022 ἡμῶν ἡμῶν ἡμῶν
05001022 καὶ καὶ καί
05001022 ἐφοδευσάτωσαν ἐφοδευσάτωσαν ἐφοδευσάτωσαν
05001022 ἡμῖν ἡμῖν ἡμῖν
05001022 τὴν τὴν τήν
05001022 γῆν, γῆν γῆν
05001022 καὶ καὶ καί
05001022 ἀπαγγειλάτωσαν ἀπαγγειλάτωσαν ἀπαγγειλάτωσαν
05001022 ἡμῖν ἡμῖν ἡμῖν
05001022 ἀπόκρισιν, ἀπόκρισιν ἀπόκρισιν
05001022 τὴν τὴν τήν
05001022 ὁδὸν ὁδὸν ὁδόν
05001022 δι’ δι’ διά
05001022 ἧς ἧς ἧς
05001022 ἀναβησόμεθα ἀναβησόμεθα ἀναβησόμεθα
05001022 ἐν ἐν ἐν
05001022 αὐτῇ, αὐτῇ αὐτῇ
05001022 καὶ καὶ καί
05001022 τὰς τὰς τάς
05001022 πόλεις πόλεις πόλεις
05001022 εἰς εἰς εἰς
05001022 ἃς ἃς ἅς
05001022 εἰσπορευσόμεθα εἰσπορευσόμεθα εἰσπορευσόμεθα
05001022 εἰς εἰς εἰς
05001022 αὐτάς. αὐτάς αὐτάς
05001023 καὶ καὶ καί
05001023 ἤρεσεν ἤρεσεν ἤρεσεν
05001023 ἐναντίον ἐναντίον ἐναντίον
05001023 μου μου μου
05001023 τὸ τὸ τό
05001023 ῥῆμα, ῥῆμα ῥῆμα
05001023 καὶ καὶ καί
05001023 ἔλαβον ἔλαβον ἔλαβον
05001023 ἐξ ἐξ ἐκ
05001023 ὑμῶν ὑμῶν ὑμῶν
05001023 ιβ’ ιβ’ ιβ’
05001023 ἄνδρας, ἄνδρας ἄνδρας
05001023 ἄνδρα ἄνδρα ἄνδρα
05001023 ἕνα ἕνα ἕνα
05001023 κατά κατά κατά
05001023 φυλήν. φυλήν φυλήν
05001024 καὶ καὶ καί
05001024 ἐπιστραφέντες ἐπιστραφέντες ἐπιστραφέντες
05001024 ἀνέβησαν ἀνέβησαν ἀνέβησαν
05001024 εἰς εἰς εἰς
05001024 τὸ τὸ τό
05001024 ὄρος, ὄρος ὄρος
05001024 καὶ καὶ καί
05001024 ἤλθοσαν ἤλθοσαν ἤλθοσαν
05001024 ἕως ἕως ἕως
05001024 Φάραγγος Φάραγγος Φάραγγος
05001024 βότρυος, βότρυος βότρυος
05001024 καὶ καὶ καί
05001024 κατεσκόπευσαν κατεσκόπευσαν κατεσκόπευσαν
05001024 αὐτήν. αὐτήν αὐτήν
05001025 καὶ καὶ καί
05001025 ἐλάβοσαν ἐλάβοσαν ἐλάβοσαν
05001025 ἐν ἐν ἐν
05001025 ταῖς ταῖς ταῖς
05001025 χερσὶν χερσὶν χερσίν
05001025 αὐτῶν αὐτῶν αὐτῶν
05001025 ἀπὸ ἀπὸ ἀπό
05001025 τοῦ τοῦ τοῦ
05001025 καρποῦ καρποῦ καρποῦ
05001025 τῆς τῆς τῆς
05001025 γῆς γῆς γῆς
05001025 καὶ καὶ καί
05001025 κατήνεγκαν κατήνεγκαν κατήνεγκαν
05001025 πρὸς πρὸς πρός
05001025 ἡμᾶς, ἡμᾶς ἡμᾶς
05001025 καὶ καὶ καί
05001025 ἔλεγον ἔλεγον ἔλεγον
05001025 Ἀγαθὴ Ἀγαθὴ Ἀγαθή
05001025 ἡ ἡ ἡ
05001025 γῆ γῆ γῆ
05001025 ἣν ἣν ἥν
05001025 Κύριος Κύριος Κύριος
05001025 ὁ ὁ ὁ
05001025 θεὸς θεὸς θεός
05001025 ἡμῶν ἡμῶν ἡμῶν
05001025 δίδωσιν δίδωσιν δίδωσιν
05001025 ἡμῖν. ἡμῖν ἡμῖν
05001026 καὶ καὶ καί
05001026 οὐκ οὐκ οὐ
05001026 ἠθελήσατε ἠθελήσατε ἠθελήσατε
05001026 ἀναβῆναι, ἀναβῆναι ἀναβῆναι
05001026 καὶ καὶ καί
05001026 ἠπειθήσατε ἠπειθήσατε ἠπειθήσατε
05001026 τῷ τῷ τῷ
05001026 ῥήματι ῥήματι ῥήματι
05001026 Κυρίου Κυρίου Κυρίου
05001026 τοῦ τοῦ τοῦ
05001026 θεοῦ θεοῦ θεοῦ
05001026 ἡμῶν· ἡμῶν ἡμῶν
05001027 καὶ καὶ καί
05001027 διεγογγύζετε διεγογγύζετε διεγογγύζετε
05001027 ἐν ἐν ἐν
05001027 ταῖς ταῖς ταῖς
05001027 σκηναῖς σκηναῖς σκηναῖς
05001027 ὑμῶν ὑμῶν ὑμῶν
05001027 καὶ καὶ καί
05001027 εἴπατε εἴπατε εἴπατε
05001027 Διὰ Διὰ Διά
05001027 τὸ τὸ τό
05001027 μισεῖν μισεῖν μισεῖν
05001027 Κύριον Κύριον Κύριον
05001027 ἡμᾶς ἡμᾶς ἡμᾶς
05001027 ἐξήγαγεν ἐξήγαγεν ἐξήγαγεν
05001027 ἡμᾶς ἡμᾶς ἡμᾶς
05001027 ἐκ ἐκ ἐκ
05001027 γῆς γῆς γῆς
05001027 Αἰγύπτου, Αἰγύπτου Αἰγύπτου
05001027 παραδοῦναι παραδοῦναι παραδοῦναι
05001027 ἡμᾶς ἡμᾶς ἡμᾶς
05001027 εἰς εἰς εἰς
05001027 χεῖρας χεῖρας χεῖρας
05001027 Ἀμορραίων, Ἀμορραίων Ἀμορραίων
05001027 ἐξολεθρεῦσαι ἐξολεθρεῦσαι ἐξολεθρεῦσαι
05001027 ἡμᾶς· ἡμᾶς ἡμᾶς
05001028 ποῦ ποῦ ποῦ
05001028 ἡμεῖς ἡμεῖς ἡμεῖς
05001028 ἀναβαίνομεν; ἀναβαίνομεν ἀναβαίνομεν
05001028 οἱ οἱ οἱ
05001028 ἀδελφοὶ ἀδελφοὶ ἀδελφοί
05001028 ὑμῶν ὑμῶν ὑμῶν
05001028 ἀπέστησαν ἀπέστησαν ἀπέστησαν
05001028 ὑμῶν ὑμῶν ὑμῶν
05001028 τὴν τὴν τήν
05001028 καρδίαν καρδίαν καρδίαν
05001028 λέγοντες λέγοντες λέγοντες
05001028 Ἔθνος Ἔθνος Ἔθνος
05001028 μέγα μέγα μέγα
05001028 καὶ καὶ καί
05001028 πολὺ πολὺ πολύ
05001028 καὶ καὶ καί
05001028 δυνατώτερον δυνατώτερον δυνατώτερον
05001028 ὑμῶν, ὑμῶν ὑμῶν
05001028 καὶ καὶ καί
05001028 πόλεις πόλεις πόλεις
05001028 μεγάλαι μεγάλαι μεγάλαι
05001028 καὶ καὶ καί
