43001001 ΤΟ ΤΟ ΤΟ
43001003 τῷ τῷ τῷ
43001003 πέμπτῳ πέμπτῳ πέμπτῳ
43001003 μηνί. μηνί μηνί
43001004 Καὶ Καὶ Καί
43001004 ἐγένετο ἐγένετο ἐγένετο
43001004 λόγος λόγος λόγος
43001004 Κυρίου Κυρίου Κυρίου
43001004 πρὸς πρὸς πρός
43001004 αὐτόν αὐτόν αὐτόν
43001005 Πρὸ Πρὸ Πρό
43001005 τοῦ τοῦ τοῦ
43001005 με με με
43001005 πλάσαι πλάσαι πλάσαι
43001005 σε σε σε
43001005 ἐν ἐν ἐν
43001005 κοιλίᾳ κοιλίᾳ κοιλίᾳ
43001005 ἐπίσταμαί ἐπίσταμαί ἐπίσταμαί
43001005 σε, σε σε
43001005 καὶ καὶ καί
43001005 πρὸ πρὸ πρό
43001005 τοῦ τοῦ τοῦ
43001005 σε σε σε
43001005 ἐξελθεῖν ἐξελθεῖν ἐξελθεῖν
43001005 ἡγίακά ἡγίακά ἡγίακά
43001005 σε, σε σε
43001005 προφήτην προφήτην προφήτην
43001005 εἰς εἰς εἰς
43001005 ἔθνη ἔθνη ἔθνη
43001005 τέθεικά τέθεικά τέθεικά
43001005 σε. σε σε
43001006 καὶ καὶ καί
43001006 εἶπα εἶπα εἶπα
43001006 Ὁ Ὁ Ὁ
43001006 ὢν ὢν ὤν
43001006 δέσποτα δέσποτα δέσποτα
43001006 Κύριε, Κύριε Κύριε
43001006 ἰδοὺ ἰδοὺ ἰδού
43001006 οὐκ οὐκ οὐ
43001006 ἐπίσταμαι ἐπίσταμαι ἐπίσταμαι
43001006 λαλεῖν, λαλεῖν λαλεῖν
43001006 ὅτι ὅτι ὅτι
43001006 νεώτερος νεώτερος νεώτερος
43001006 ἐγώ ἐγώ ἐγώ
43001006 εἰμι. εἰμι εἰμι
43001007 καὶ καὶ καί
43001007 εἶπεν εἶπεν εἶπεν
43001007 Κύριος Κύριος Κύριος
43001007 πρὸς πρὸς πρός
43001007 μέ μέ μέ
43001007 Μὴ Μὴ Μή
43001007 λέγε λέγε λέγε
43001007 ὅτι ὅτι ὅτι
43001007 Νεώτερος Νεώτερος Νεώτερος
43001007 ἐγώ ἐγώ ἐγώ
43001007 εἰμι, εἰμι εἰμι
43001007 ὅτι ὅτι ὅτι
43001007 πρὸς πρὸς πρός
43001007 πάντας πάντας πάντας
43001007 οὓς οὓς οὕς
43001007 ἐὰν ἐὰν ἐάν
43001007 ἐξαποστείλω ἐξαποστείλω ἐξαποστείλω
43001007 σε σε σε
43001007 πορεύσῃ, πορεύσῃ πορεύσῃ
43001007 καὶ καὶ καί
43001007 κατὰ κατὰ κατά
43001007 πάντα πάντα πάντα
43001007 ὅσα ὅσα ὅσα
43001007 ἐὰν ἐὰν ἐάν
43001007 ἐντείλωμαί ἐντείλωμαί ἐντείλωμαί
43001007 σοι σοι σοι
43001007 λαλήσεις. λαλήσεις λαλήσεις
43001008 μὴ μὴ μή
43001008 φοβηθῇς φοβηθῇς φοβηθῇς
43001008 ἀπὸ ἀπὸ ἀπό
43001008 προσώπου προσώπου προσώπου
43001008 αὐτῶν, αὐτῶν αὐτῶν
43001008 ὅτι ὅτι ὅτι
43001008 μετὰ μετὰ μετά
43001008 σοῦ σοῦ σοῦ
43001008 ἐγώ ἐγώ ἐγώ
43001008 εἰμι εἰμι εἰμι
43001008 τοῦ τοῦ τοῦ
43001008 ἐξαιρεῖσθαί ἐξαιρεῖσθαί ἐξαιρεῖσθαί
43001008 σε, σε σε
43001008 λέγει λέγει λέγει
43001008 Κύριος. Κύριος Κύριος
43001009 καὶ καὶ καί
43001009 ἐξέτεινεν ἐξέτεινεν ἐξέτεινεν
43001009 Κύριος Κύριος Κύριος
43001009 τὴν τὴν τήν
43001009 χεῖρα χεῖρα χεῖρα
43001009 αὐτοῦ αὐτοῦ αὐτοῦ
43001009 πρὸς πρὸς πρός
43001009 μὲ μὲ μέ
43001009 καὶ καὶ καί
43001009 ἥψατο ἥψατο ἥψατο
43001009 τοῦ τοῦ τοῦ
43001009 στόματός στόματός στόματός
43001009 μου, μου μου
43001009 καὶ καὶ καί
43001009 εἶπεν εἶπεν εἶπεν
43001009 Κύριος Κύριος Κύριος
43001009 πρὸς πρὸς πρός
43001009 μέ μέ μέ
43001009 Ἰδοὺ Ἰδοὺ Ἰδού
43001009 δέδωκα δέδωκα δέδωκα
43001009 τοὺς τοὺς τούς
43001009 λόγους λόγους λόγους
43001009 μου μου μου
43001009 εἰς εἰς εἰς
43001009 τὸ τὸ τό
43001009 στόμα στόμα στόμα
43001009 σου. σου σου
43001010 ἰδοὺ ἰδοὺ ἰδού
43001010 καθέστακά καθέστακά καθέστακά
43001010 σε σε σε
43001010 σήμερον σήμερον σήμερον
43001010 ἐπὶ ἐπὶ ἐπί
43001010 ἔθνη ἔθνη ἔθνη
43001010 καὶ καὶ καί
43001010 βασιλείας, βασιλείας βασιλείας
43001010 ἐκριζοῦν ἐκριζοῦν ἐκριζοῦν
43001010 καὶ καὶ καί
43001010 κατασκάπτειν κατασκάπτειν κατασκάπτειν
43001010 καὶ καὶ καί
43001010 ἀπολλύειν ἀπολλύειν ἀπολλύειν
43001010 καὶ καὶ καί
43001010 ἀνοικοδομεῖν ἀνοικοδομεῖν ἀνοικοδομεῖν
43001010 καὶ καὶ καί
43001010 καταφυτεύειν. καταφυτεύειν καταφυτεύειν
43001011 Καὶ Καὶ Καί
43001011 ἐγένετο ἐγένετο ἐγένετο
43001011 λόγος λόγος λόγος
43001011 Κυρίου Κυρίου Κυρίου
43001011 πρὸς πρὸς πρός
43001011 μὲ μὲ μέ
43001011 λέγων λέγων λέγων
43001011 Τί Τί Τί
43001011 σὺ σὺ σύ
43001011 ὁρᾷς; ὁρᾷς ὁρᾷς
43001011 καὶ καὶ καί
43001011 εἶπα εἶπα εἶπα
43001011 Βακτηρίαν Βακτηρίαν Βακτηρίαν
43001011 καρυίνην. καρυίνην καρυίνην
43001012 καὶ καὶ καί
43001012 εἶπεν εἶπεν εἶπεν
43001012 Κύριος Κύριος Κύριος
43001012 πρὸς πρὸς πρός
43001012 μέ μέ μέ
43001012 Καλῶς Καλῶς Καλῶς
43001012 ἑώρακας, ἑώρακας ἑώρακας
43001012 διότι διότι διότι
43001012 ἐγρήγορα ἐγρήγορα ἐγρήγορα
43001012 ἐγὼ ἐγὼ ἐγώ
43001012 ἐπὶ ἐπὶ ἐπί
43001012 τοὺς τοὺς τούς
43001012 λόγους λόγους λόγους
43001012 μου μου μου
43001012 τοῦ τοῦ τοῦ
43001012 ποιῆσαι ποιῆσαι ποιῆσαι
43001012 αὐτούς. αὐτούς αὐτούς
43001013 καὶ καὶ καί
43001013 ἐγένετο ἐγένετο ἐγένετο
43001013 λόγος λόγος λόγος
43001013 Κυρίου Κυρίου Κυρίου
43001013 πρὸς πρὸς πρός
43001013 μὲ μὲ μέ
43001013 ἐκ ἐκ ἐκ
43001013 δευτέρου δευτέρου δευτέρου
43001013 λέγων λέγων λέγων
43001013 Τί Τί Τί
43001013 σὺ σὺ σύ
43001013 ὁρᾷς; ὁρᾷς ὁρᾷς
43001013 καὶ καὶ καί
43001013 εἶπα εἶπα εἶπα
43001013 Λέβητα Λέβητα Λέβητα
43001013 ὑποκαιόμενον, ὑποκαιόμενον ὑποκαιόμενον
43001013 καὶ καὶ καί
43001013 τὸ τὸ τό
43001013 πρόσωπον πρόσωπον πρόσωπον
43001013 αὐτοῦ αὐτοῦ αὐτοῦ
43001013 ἀπὸ ἀπὸ ἀπό
43001013 προσώπου προσώπου προσώπου
43001013 βορρᾶ. βορρᾶ βορρᾶ
43001014 καὶ καὶ καί
43001014 εἶπεν εἶπεν εἶπεν
43001014 Κύριος Κύριος Κύριος
43001014 πρὸς πρὸς πρός
43001014 μέ μέ μέ
43001014 Ἀπὸ Ἀπὸ Ἀπό
43001014 προσώπου προσώπου προσώπου
43001014 βορρᾶ βορρᾶ βορρᾶ
43001014 ἐκκαυθήσεται ἐκκαυθήσεται ἐκκαυθήσεται
43001014 τὰ τὰ τά
43001014 κακὰ κακὰ κακά
43001014 ἐπὶ ἐπὶ ἐπί
43001014 πάντας πάντας πάντας
43001014 τοὺς τοὺς τούς
43001014 κατοικοῦντας κατοικοῦντας κατοικοῦντας
43001014 τὴν τὴν τήν
43001014 γῆν. γῆν γῆν
43001015 διότι διότι διότι
43001015 ἰδοὺ ἰδοὺ ἰδού
43001015 ἐγὼ ἐγὼ ἐγώ
43001015 συνκαλῶ συνκαλῶ συνκαλῶ
43001015 πάσας πάσας πάσας
43001015 τὰς τὰς τάς
43001015 βασιλείας βασιλείας βασιλείας
43001015 ἀπὸ ἀπὸ ἀπό
43001015 βορρᾶ βορρᾶ βορρᾶ
43001015 τῆς τῆς τῆς
43001015 γῆς, γῆς γῆς
43001015 λέγει λέγει λέγει
43001015 Κύριος, Κύριος Κύριος
43001015 καὶ καὶ καί
43001015 ἥξουσιν ἥξουσιν ἥξουσιν
43001015 καὶ καὶ καί
43001015 θήσουσιν θήσουσιν θήσουσιν
43001015 ἕκαστος ἕκαστος ἕκαστος
43001015 τὸν τὸν τόν
43001015 θρόνον θρόνον θρόνον
43001015 αὐτοῦ αὐτοῦ αὐτοῦ
43001015 ἐπὶ ἐπὶ ἐπί
43001015 τὰ τὰ τά
43001015 πρόθυρα πρόθυρα πρόθυρα
43001015 τῶν τῶν τῶν
43001015 πυλῶν πυλῶν πυλῶν
43001015 Ἰερουσαλὴμ Ἰερουσαλὴμ Ἰερουσαλήμ
43001015 καὶ καὶ καί
43001015 ἐπὶ ἐπὶ ἐπί
43001015 πάντα πάντα πάντα
43001015 τὰ τὰ τά
43001015 τείχη τείχη τείχη
43001015 τὰ τὰ τά
43001015 κύκλῳ κύκλῳ κύκλῳ
43001015 αὐτῆς αὐτῆς αὐτῆς
43001015 καὶ καὶ καί
43001015 ἐπὶ ἐπὶ ἐπί
43001015 πάσας πάσας πάσας
43001015 τὰς τὰς τάς
43001015 πόλεις πόλεις πόλεις
43001015 Ἰούδα. Ἰούδα Ἰούδα
43001016 καὶ καὶ καί
43001016 λαλήσω λαλήσω λαλήσω
43001016 πρὸς πρὸς πρός
43001016 αὐτοὺς αὐτοὺς αὐτούς
43001016 μετὰ μετὰ μετά
43001016 κρίσεως κρίσεως κρίσεως
43001016 περὶ περὶ περί
43001016 πάσης πάσης πάσης
43001016 τῆς τῆς τῆς
43001016 κακίας κακίας κακίας
43001016 αὐτῶν, αὐτῶν αὐτῶν
43001016 ὡς ὡς ὡς
43001016 ἐνκατέλιπόν ἐνκατέλιπόν ἐνκατέλιπόν
43001016 με με με
43001016 καὶ καὶ καί
43001016 ἔθυσαν ἔθυσαν ἔθυσαν
43001016 θεοῖς θεοῖς θεοῖς
43001016 ἀλλοτρίοις ἀλλοτρίοις ἀλλοτρίοις
43001016 καὶ καὶ καί
43001016 προσεκύνησαν προσεκύνησαν προσεκύνησαν
43001016 τοῖς τοῖς τοῖς
43001016 ἔργοις ἔργοις ἔργοις
43001016 τῶν τῶν τῶν
43001016 χειρῶν χειρῶν χειρῶν
43001016 αὐτῶν. αὐτῶν αὐτῶν
43001017 καὶ καὶ καί
43001017 σὺ σὺ σύ
43001017 περίζωσαι περίζωσαι περίζωσαι
43001017 τὴν τὴν τήν
43001017 ὀσφύν ὀσφύν ὀσφύν
43001017 σου σου σου
43001017 καὶ καὶ καί
43001017 ἀνάστηθι ἀνάστηθι ἀνάστηθι
43001017 καὶ καὶ καί
43001017 εἰπὸν εἰπὸν εἰπόν
43001017 πάντα πάντα πάντα
43001017 ὅσα ὅσα ὅσα
43001017 ἂν ἂν ἄν
43001017 ἐντείλωμαί ἐντείλωμαί ἐντείλωμαί
43001017 σοι· σοι σοι
43001017 μὴ μὴ μή
43001017 φοβηθῇς φοβηθῇς φοβηθῇς
43001017 ἀπὸ ἀπὸ ἀπό
43001017 προσώπου προσώπου προσώπου
43001017 αὐτῶν αὐτῶν αὐτῶν
43001017 μηδὲ μηδὲ μηδέ
43001017 πτοηθῇς πτοηθῇς πτοηθῇς
43001017 ἐναντίον ἐναντίον ἐναντίον
43001017 αὐτῶν, αὐτῶν αὐτῶν
43001017 ὅτι ὅτι ὅτι
43001017 μετὰ μετὰ μετά
43001017 σοῦ σοῦ σοῦ
43001017 εἰμὶ εἰμὶ εἰμί
43001017 τοῦ τοῦ τοῦ
43001017 ἐξαιρεῖσθαί ἐξαιρεῖσθαί ἐξαιρεῖσθαί
43001017 σε, σε σε
43001017 λέγει λέγει λέγει
43001017 Κύριος. Κύριος Κύριος
43001018 ἰδοὺ ἰδοὺ ἰδού
43001018 τέθεικά τέθεικά τέθεικά
43001018 σε σε σε
43001018 ἐν ἐν ἐν
43001018 τῇ τῇ τῇ
43001018 σήμερον σήμερον σήμερον
43001018 ἡμέρᾳ ἡμέρᾳ ἡμέρᾳ
43001018 ὡς ὡς ὡς
43001018 πόλιν πόλιν πόλιν
43001018 ὀχυρὰν ὀχυρὰν ὀχυράν
43001018 καὶ καὶ καί
43001018 ὡς ὡς ὡς
43001018 τεῖχος τεῖχος τεῖχος
43001018 χαλκοῦν, χαλκοῦν χαλκοῦν
43001018 ὀχυροῦν ὀχυροῦν ὀχυροῦν
43001018 πᾶσιν πᾶσιν πᾶσιν
43001018 τοῖς τοῖς τοῖς
43001018 βασιλεῦσιν βασιλεῦσιν βασιλεῦσιν
43001018 Ἰούδα Ἰούδα Ἰούδα
43001018 καὶ καὶ καί
43001018 τοῖς τοῖς τοῖς
43001018 ἄρχουσιν ἄρχουσιν ἄρχουσιν
43001018 αὐτοῦ αὐτοῦ αὐτοῦ
43001018 καὶ καὶ καί
43001018 τῷ τῷ τῷ
43001018 λαῷ λαῷ λαῷ
43001018 τῆς τῆς τῆς
43001018 γῆς· γῆς γῆς
43001019 καὶ καὶ καί
43001019 πολεμήσουσίν πολεμήσουσίν πολεμήσουσίν
43001019 σε σε σε
43001019 καὶ καὶ καί
43001019 οὐ οὐ οὐ
43001019 μὴ μὴ μή
43001019 δύνωνται δύνωνται δύνωνται
43001019 πρὸς πρὸς πρός
43001019 σέ, σέ σέ
43001019 διότι διότι διότι
43001019 μετὰ μετὰ μετά
43001019 σοῦ σοῦ σοῦ
43001019 ἐγώ ἐγώ ἐγώ
43001019 εἰμι εἰμι εἰμι
43001019 τοῦ τοῦ τοῦ
43001019 ἐξαιρεῖσθαί ἐξαιρεῖσθαί ἐξαιρεῖσθαί
43001019 σε, σε σε
43001019 εἶπεν εἶπεν εἶπεν
43001019 Κύριος. Κύριος Κύριος
43002001 @ @ @
43002002 Καὶ Καὶ Καί
43002002 εἶπεν εἶπεν εἶπεν
43002002 Τάδε Τάδε Τάδε
43002002 λέγει λέγει λέγει
43002002 Κύριος Κύριος Κύριος
43002002 Ἐμνήσθην Ἐμνήσθην Ἐμνήσθην
43002002 ἐλέους ἐλέους ἐλέους
43002002 νεότητός νεότητός νεότητός
43002002 σου σου σου
43002002 καὶ καὶ καί
43002002 ἀγάπης ἀγάπης ἀγάπης
43002002 τελειώσεως τελειώσεως τελειώσεως
43002002 αὐτοῦ, αὐτοῦ αὐτοῦ
43002002 ἐξακολουθῆσαί ἐξακολουθῆσαί ἐξακολουθῆσαί
43002002 σε σε σε
43002002 τῷ τῷ τῷ
43002002 ἁγίῳ ἁγίῳ ἁγίῳ
43002002 Ἰσραήλ, Ἰσραήλ Ἰσραήλ
43002002 λέγει λέγει λέγει
43002002 Κύριος. Κύριος Κύριος
43002003 ἅγιος ἅγιος ἅγιος
43002003 Ἰσραὴλ Ἰσραὴλ Ἰσραήλ
43002003 τῷ τῷ τῷ
43002003 κυρίῳ, κυρίῳ κυρίῳ
43002003 ἀρχὴ ἀρχὴ ἀρχή
43002003 γενημάτων γενημάτων γενημάτων
43002003 αὐτοῦ· αὐτοῦ αὐτοῦ
43002003 πάντες πάντες πάντες
43002003 οἱ οἱ οἱ
43002003 ἔσθοντες ἔσθοντες ἔσθοντες
43002003 αὐτὸν αὐτὸν αὐτόν
43002003 πλημμελήσουσιν, πλημμελήσουσιν πλημμελήσουσιν
43002003 κακὰ κακὰ κακά
43002003 ἥξει ἥξει ἥξει
43002003 ἐπ’ ἐπ’ ἐπί
43002003 αὐτούς, αὐτούς αὐτούς
43002003 φησὶν φησὶν φησίν
43002003 Κύριος. Κύριος Κύριος
43002004 Ἀκούσατε Ἀκούσατε Ἀκούσατε
43002004 λόγον λόγον λόγον
43002004 Κυρίου, Κυρίου Κυρίου
43002004 οἶκος οἶκος οἶκος
43002004 Ἰακὼβ Ἰακὼβ Ἰακώβ
43002004 καὶ καὶ καί
43002004 πᾶσα πᾶσα πᾶσα
43002004 πατριὰ πατριὰ πατριά
43002004 οἴκου οἴκου οἴκου
43002004 Ἰσραήλ. Ἰσραήλ Ἰσραήλ
43002005 τάδε τάδε τάδε
43002005 λέγει λέγει λέγει
43002005 Κύριος Κύριος Κύριος
43002005 Τί Τί Τί
43002005 εὕροσαν εὕροσαν εὕροσαν
43002005 οἱ οἱ οἱ
43002005 πατέρες πατέρες πατέρες
43002005 ὑμῶν ὑμῶν ὑμῶν
43002005 ἐν ἐν ἐν
43002005 ἐμοὶ ἐμοὶ ἐμοί
43002005 πλημμέλημα, πλημμέλημα πλημμέλημα
43002005 ὅτι ὅτι ὅτι
43002005 ἀπέστησαν ἀπέστησαν ἀπέστησαν
43002005 μακρὰν μακρὰν μακράν
43002005 ἀπ’ ἀπ’ ἀπό
43002005 ἐμοῦ, ἐμοῦ ἐμοῦ
43002005 καὶ καὶ καί
43002005 ἐπορεύθησαν ἐπορεύθησαν ἐπορεύθησαν
43002005 ὀπίσω ὀπίσω ὀπίσω
43002005 τῶν τῶν τῶν
43002005 ματαίων ματαίων ματαίων
43002005 καὶ καὶ καί
43002005 ἐματαιώθησαν; ἐματαιώθησαν ἐματαιώθησαν
43002006 καὶ καὶ καί
43002006 οὐκ οὐκ οὐ
43002006 εἶπαν εἶπαν εἶπαν
43002006 Ποῦ Ποῦ Ποῦ
43002006 ἐστιν ἐστιν ἐστί(ν)
43002006 Κύριος Κύριος Κύριος
43002006 ὁ ὁ ὁ
43002006 ἀναγαγὼν ἀναγαγὼν ἀναγαγών
43002006 ἡμᾶς ἡμᾶς ἡμᾶς
43002006 ἐκ ἐκ ἐκ
43002006 γῆς γῆς γῆς
43002006 Αἰγύπτου, Αἰγύπτου Αἰγύπτου
43002006 ὁ ὁ ὁ
43002006 καθοδηγήσας καθοδηγήσας καθοδηγήσας
43002006 ἡμᾶς ἡμᾶς ἡμᾶς
43002006 ἐν ἐν ἐν
43002006 τῇ τῇ τῇ
43002006 ἐρήμῳ ἐρήμῳ ἐρήμῳ
43002006 ἐν ἐν ἐν
43002006 γῇ γῇ γῇ
43002006 ἀπείρῳ ἀπείρῳ ἀπείρῳ
43002006 καὶ καὶ καί
43002006 ἀβάτῳ, ἀβάτῳ ἀβάτῳ
43002006 ἐν ἐν ἐν
43002006 γῇ γῇ γῇ
43002006 ἀνύδρῳ ἀνύδρῳ ἀνύδρῳ
43002006 καὶ καὶ καί
43002006 ἀκάρπῳ, ἀκάρπῳ ἀκάρπῳ
43002006 ἐν ἐν ἐν
43002006 γῇ γῇ γῇ
43002006 ἐν ἐν ἐν
43002006 ᾗ ᾗ ᾗ
43002006 οὐ οὐ οὐ
43002006 διώδευσεν διώδευσεν διώδευσεν
43002006 ἐν ἐν ἐν
43002006 αὐτῇ αὐτῇ αὐτῇ
43002006 οὐθὲν οὐθὲν οὐθέν
43002006 καὶ καὶ καί
43002006 οὐ οὐ οὐ
43002006 κατῴκησεν κατῴκησεν κατῴκησεν
43002006 ἄνθρωπος ἄνθρωπος ἄνθρωπος
43002006 ἐκεῖ; ἐκεῖ ἐκεῖ
43002007 καὶ καὶ καί
43002007 ἤγαγον ἤγαγον ἤγαγον
43002007 ὑμᾶς ὑμᾶς ὑμᾶς
43002007 εἰς εἰς εἰς
43002007 τὸν τὸν τόν
43002007 Κάρμηλον, Κάρμηλον Κάρμηλον
43002007 τοῦ τοῦ τοῦ
43002007 φαγεῖν φαγεῖν φαγεῖν
43002007 ὑμᾶς ὑμᾶς ὑμᾶς
43002007 τοὺς τοὺς τούς
43002007 καρποὺς καρποὺς καρπούς
43002007 αὐτοῦ αὐτοῦ αὐτοῦ
43002007 καὶ καὶ καί
43002007 τὰ τὰ τά
43002007 ἀγαθὰ ἀγαθὰ ἀγαθά
43002007 αὐτοῦ· αὐτοῦ αὐτοῦ
43002007 καὶ καὶ καί
43002007 εἰσήλθατε εἰσήλθατε εἰσήλθατε
43002007 καὶ καὶ καί
43002007 ἐμιάνατε ἐμιάνατε ἐμιάνατε
43002007 τὴν τὴν τήν
43002007 γῆν γῆν γῆν
43002007 μου, μου μου
43002007 καὶ καὶ καί
43002007 τὴν τὴν τήν
43002007 κληρονομίαν κληρονομίαν κληρονομίαν
43002007 μου μου μου
43002007 ἔθεσθε ἔθεσθε ἔθεσθε
43002007 εἰς εἰς εἰς
43002007 βδέλυγμα. βδέλυγμα βδέλυγμα
43002008 οἱ οἱ οἱ
43002008 ἱερεῖς ἱερεῖς ἱερεῖς
43002008 οὐκ οὐκ οὐ
43002008 εἶπαν εἶπαν εἶπαν
43002008 Ποῦ Ποῦ Ποῦ
43002008 ἐστιν ἐστιν ἐστί(ν)
43002008 Κύριος; Κύριος Κύριος
43002008 καὶ καὶ καί
43002008 οἱ οἱ οἱ
43002008 ἀντεχόμενοι ἀντεχόμενοι ἀντεχόμενοι
43002008 τοῦ τοῦ τοῦ
43002008 νόμου νόμου νόμου
43002008 οὐκ οὐκ οὐ
43002008 ἠπίσταντό ἠπίσταντό ἠπίσταντό
43002008 με, με με
43002008 καὶ καὶ καί
43002008 οἱ οἱ οἱ
43002008 ποιμένες ποιμένες ποιμένες
43002008 ἠσέβουν ἠσέβουν ἠσέβουν
43002008 εἰς εἰς εἰς
43002008 ἐμέ, ἐμέ ἐμέ
43002008 καὶ καὶ καί
43002008 οἱ οἱ οἱ
43002008 προφῆται προφῆται προφῆται
43002008 ἐπροφήτευον ἐπροφήτευον ἐπροφήτευον
43002008 τῇ τῇ τῇ
43002008 Βάαλ Βάαλ Βάαλ
43002008 καὶ καὶ καί
43002008 ὀπίσω ὀπίσω ὀπίσω
43002008 ἀνωφελοῦς ἀνωφελοῦς ἀνωφελοῦς
43002008 ἐπορεύθησαν. ἐπορεύθησαν ἐπορεύθησαν
43002009 διὰ διὰ διά
43002009 τοῦτο τοῦτο τοῦτο
43002009 ἔτι ἔτι ἔτι
43002009 κριθήσομαι κριθήσομαι κριθήσομαι
43002009 πρὸς πρὸς πρός
43002009 ὑμᾶς, ὑμᾶς ὑμᾶς
43002009 καὶ καὶ καί
43002009 πρὸς πρὸς πρός
43002009 τοὺς τοὺς τούς
43002009 υἱοὺς υἱοὺς υἱούς
43002009 τῶν τῶν τῶν
43002009 υἱῶν υἱῶν υἱῶν
43002009 ὑμῶν ὑμῶν ὑμῶν
43002009 κριθήσομαι. κριθήσομαι κριθήσομαι
43002010 διότι διότι διότι
43002010 ἔλθετε ἔλθετε ἔλθετε
43002010 εἰς εἰς εἰς
43002010 νήσους νήσους νήσους
43002010 Χεττιεὶμ Χεττιεὶμ Χεττιείμ
43002010 καὶ καὶ καί
43002010 ἴδετε, ἴδετε ἴδετε
43002010 καὶ καὶ καί
43002010 εἰς εἰς εἰς
43002010 Κηδὰρ Κηδὰρ Κηδάρ
43002010 ἀποστείλατε ἀποστείλατε ἀποστείλατε
43002010 καὶ καὶ καί
43002010 νοήσατε νοήσατε νοήσατε
43002010 σφόδρα, σφόδρα σφόδρα
43002010 καὶ καὶ καί
43002010 ἴδετε ἴδετε ἴδετε
43002010 εἰ εἰ εἰ
43002010 γέγονεν γέγονεν γέγονεν
43002010 τοιαῦτα, τοιαῦτα τοιαῦτα
43002011 εἰ εἰ εἰ
43002011 ἀλλάξονται ἀλλάξονται ἀλλάξονται
43002011 ἔθνη ἔθνη ἔθνη
43002011 θεοὺς θεοὺς θεούς
43002011 αὐτῶν, αὐτῶν αὐτῶν
43002011 καὶ καὶ καί
43002011 οὗτοι οὗτοι οὗτοι
43002011 οὐκ οὐκ οὐ
43002011 εἰσὶν εἰσὶν εἰσίν
43002011 θεοί· θεοί θεοί
43002011 ὁ ὁ ὁ
43002011 δὲ δὲ δέ
43002011 λαός λαός λαός
43002011 μου μου μου
43002011 ἠλλάξατο ἠλλάξατο ἠλλάξατο
43002011 τὴν τὴν τήν
43002011 δόξαν δόξαν δόξαν
43002011 αὐτοῦ, αὐτοῦ αὐτοῦ
