23.1.1 ΚAI
23.1.24 μεγάλην.
23.1.25 καὶ
23.1.25 ἐγένετο
23.1.25 πένθος
23.1.25 μέγα
23.1.25 ἐπὶ
23.1.25 Ἰσραὴλ
23.1.25 ἐν
23.1.25 παντὶ
23.1.25 τόπῳ
23.1.25 αὐτῶν·
23.1.25 ²⁸καὶ
23.1.25 ἐστέναξαν
23.1.25 ἄρχοντες
23.1.25 καὶ
23.1.25 πρεσβύτεροι,
23.1.25 παρθένοι
23.1.25 καὶ
23.1.25 νεανίσκοι
23.1.25 ἠσθένησαν,
23.1.25 καὶ
23.1.25 τὸ
23.1.25 κάλλος
23.1.25 τῶν
23.1.25 γυναικῶν
23.1.25 ἠλλοιώθη.
23.1.27 πᾶς
23.1.27 νυμφίος
23.1.27 ἀνέλαβεν
23.1.27 θρῆνον·
23.1.27 καθημένη
23.1.27 ἐν
23.1.27 παστῷ
23.1.27 ἐγένετο
23.1.27 ἐν
23.1.27 πένθει.
23.1.28 καὶ
23.1.28 ἐσείσθη
23.1.28 ἡ
23.1.28 γῆ
23.1.28 ἐπὶ
23.1.28 τοὺς
23.1.28 κατοικοῦντας
23.1.28 αὐτήν·
23.1.28 καὶ
23.1.28 πᾶς
23.1.28 ὁ
23.1.28 οἶκος
23.1.28 Ἰακὼβ
23.1.28 ἐνεδύσατο
23.1.28 αἰσχύνην.
23.1.29 Μετὰ
23.1.29 δύο
23.1.29 ἔτη
23.1.29 ἡμερῶν
23.1.29 ἀπέστειλεν
23.1.29 ὁ
23.1.29 βασιλεὺς
23.1.29 ἄρχοντα
23.1.29 φορολογίας
23.1.29 εἰς
23.1.29 τὰς
23.1.29 πόλεις
23.1.29 Ἰούδα·
23.1.29 καὶ
23.1.29 ἦλθεν
23.1.29 εἰς
23.1.29 Ἰερουσαλὴμ
23.1.29 ἐν
23.1.29 ὄχλῳ
23.1.29 βαρεῖ.
23.1.30 καὶ
23.1.30 ἐλάλησεν
23.1.30 αὐτοῖς
23.1.30 λόγους
23.1.30 εἰρηνικοὺς
23.1.30 ἐν
23.1.30 δόλῳ,
23.1.30 καὶ
23.1.30 ἐπίστευσαν
23.1.30 αὐτῷ,
23.1.30 καὶ
23.1.30 ἐπέπεσεν
23.1.30 ἐπὶ
23.1.30 τὴν
23.1.30 πόλιν
23.1.30 ἐξάπινα,
23.1.30 καὶ
23.1.30 ἐπάταξεν
23.1.30 αὐτὴν
23.1.30 πληγὴν
23.1.30 μεγάλην,
23.1.30 καὶ
23.1.30 ἀπώλεσεν
23.1.30 λαὸν
23.1.30 πολὺν
23.1.30 ἐξ
23.1.30 Ἰσραήλ.
23.1.31 καὶ
23.1.31 ἔλαβεν
23.1.31 τὰ
23.1.31 σκῦλα
23.1.31 τῆς
23.1.31 πόλεως
23.1.31 καὶ
23.1.31 ἐνεπύρισεν
23.1.31 αὐτὴν
23.1.31 πυρί,
23.1.31 καὶ
23.1.31 καθεῖλεν
23.1.31 τοὺς
23.1.31 οἴκους
23.1.31 αὐτῆς
23.1.31 καὶ
23.1.31 τὰ
23.1.31 τείχη
23.1.31 αὐτῆς
23.1.31 κύκλῳ,
23.1.32 καὶ
23.1.32 ᾐχμαλώτευσεν
23.1.32 τὰς
23.1.32 γυναῖκας
23.1.32 καὶ
23.1.32 τὰ
23.1.32 τέκνα·
23.1.32 καὶ
23.1.32 τὰ
23.1.32 κτήνη
23.1.32 ἐκληρονόμησαν.
23.1.33 καὶ
23.1.33 ᾠκοδόμησαν
23.1.33 τὴν
23.1.33 πόλιν
23.1.33 Δαυεὶδ
23.1.33 τείχει
23.1.33 μεγάλῳ
23.1.33 καὶ
23.1.33 ὀχυρῷ,
23.1.33 πύργοις
23.1.33 ὀχυροῖς,
23.1.33 καὶ
23.1.33 ἐγένετο
23.1.33 αὐτοῖς
23.1.33 εἰς
23.1.33 ἄκραν.
23.1.34 καὶ
23.1.34 ἔθηκαν
23.1.34 ἐκεῖ
23.1.34 ἔθνος
23.1.34 ἁμαρτωλόν,
23.1.34 ἄνδρας
23.1.34 παρανόμους·
23.1.34 καὶ
23.1.34 ἐνίσχυσαν
23.1.34 ἐν
23.1.34 αὐτῇ.
23.1.35 καὶ
23.1.35 παρέθεντο
23.1.35 ὅπλα
23.1.35 καὶ
23.1.35 τροφήν,
23.1.35 καὶ
23.1.35 συναγαγόντες
23.1.35 τὰ
23.1.35 σκῦλα
23.1.35 Ἰερουσαλὴμ
23.1.35 ἀπέθεντο
23.1.35 ἐκεῖ
23.1.35 καὶ
23.1.35 ἐγένετο
23.1.35 εἰς
23.1.35 μεγάλην
23.1.35 παγίδα,
23.1.36 καὶ
23.1.36 ἐγένετο
23.1.36 εἰς
23.1.36 ἔνεδρον
23.1.36 τῷ
23.1.36 ἁγιάσματι,
23.1.36 καὶ
23.1.36 εἰς
23.1.36 διάβολον
23.1.36 πονηρὸν
23.1.36 τῷ
23.1.36 Ἰσραὴλ
23.1.36 διὰ
23.1.36 παντός.
23.1.37 καὶ
23.1.37 ἐξέχεαν
23.1.37 αἷμα
23.1.37 ἀθῷον
23.1.37 κύκλῳ
23.1.37 τοῦ
23.1.37 ἁγιάσματος.
23.1.37 καὶ
23.1.37 ἐμόλυναν
23.1.37 τὸ
23.1.37 ἁγίασμα.
23.1.38 καὶ
23.1.38 ἔφυγον
23.1.38 οἱ
23.1.38 κάτοικοι
23.1.38 Ἰερουσαλὴμ
23.1.38 δι᾿
23.1.38 αὐτούς,
23.1.38 καὶ
23.1.38 ἐγένετο
23.1.38 κατοικία
23.1.38 ἀλλοτρίων·
23.1.38 καὶ
23.1.38 ἐγένετο
23.1.38 ἀλλοτρία
23.1.38 τοῖς
23.1.38 γενήμασιν
23.1.38 αὐτῆς,
23.1.38 καὶ
23.1.38 τὰ
23.1.38 τέκνα
23.1.38 αὐτῆς
23.1.38 ἐγκατέλειπον
23.1.38 αὐτήν.
23.1.39 τὸ
23.1.39 ἁγίασμα
23.1.39 αὐτῆς
23.1.39 ἠρημώθη
23.1.39 ὡς
23.1.39 ἔρημος·
23.1.39 αἱ
23.1.39 ἑορταὶ
23.1.39 αὐτῆς
23.1.39 ἐστράφησαν
23.1.39 εἰς
23.1.39 πένθος,
23.1.39 τὰ
23.1.39 σάββατα
23.1.39 αὐτῆς
23.1.39 εἰς
23.1.39 ὀνειδισμόν,
23.1.39 τιμὴ
23.1.39 αὐτῆς
23.1.39 εἰς
23.1.39 ἐξουθένωσιν,
23.1.40 κατὰ
23.1.40 τὴν
23.1.40 δόξαν
23.1.40 αὐτῆς
23.1.40 ἐπληθύνθη
23.1.40 ἀτιμασμὸς
23.1.40 αὐτῆς,
23.1.40 καὶ
23.1.40 τὸ
23.1.40 ὕψος
23.1.40 αὐτῆς
23.1.40 ἐστράφη
23.1.40 εἰς
23.1.40 πένθος.
23.1.41 Καὶ
23.1.41 ἔγραψεν
23.1.41 ὁ
23.1.41 βασιλεὺς
23.1.41 πάσῃ
23.1.41 τῇ
23.1.41 βασιλείᾳ
23.1.41 αὐτοῦ
23.1.41 εἶναι
23.1.41 πάντας
23.1.41 εἰς
23.1.41 λαὸν
23.1.41 ἕνα,
23.1.42 καὶ
23.1.42 ἐγκαταλείπειν
23.1.42 ἕκαστον
23.1.42 τὰ
23.1.42 νόμιμα
23.1.42 αὐτοῦ·
23.1.42 καὶ
23.1.42 ἐπεδέξαντο
23.1.42 πάντα
23.1.42 τὰ
23.1.42 ἔθνη
23.1.42 κατὰ
23.1.42 τὸν
23.1.42 λόγον
23.1.42 τοῦ
23.1.42 βασιλέως.
23.1.43 καὶ
23.1.43 πολλοὶ
23.1.43 ἀπὸ
23.1.43 Ἰσραὴλ
23.1.43 ηὐδόκησαν
23.1.43 τῇ
23.1.43 λατρίᾳ
23.1.43 αὐτοῦ,
23.1.43 καὶ
23.1.43 ἔθυσαν
23.1.43 τοῖς
23.1.43 εἰδώλοις,
23.1.43 καὶ
23.1.43 ἐβεβήλωσαν
23.1.43 τὸ
23.1.43 σάββατον.
23.1.44 καὶ
23.1.44 ἀπέστειλεν
23.1.44 ὁ
23.1.44 βασιλεὺς
23.1.44 βιβλία
23.1.44 ἐν
23.1.44 χειρὶ
23.1.44 ἀγγέλων
23.1.44 εἰς
23.1.44 Ἰερουσαλὴμ
23.1.44 καὶ
23.1.44 τὰς
23.1.44 πόλεις
23.1.44 Ἰούδα,
23.1.44 πορευθῆναι
23.1.44 ὀπίσω
23.1.44 νομίμων
23.1.44 ἀλλοτρίων
23.1.44 τῆς
23.1.44 γῆς,
23.1.45 καὶ
23.1.45 κωλῦσαι
23.1.45 ὁλοκαυτώματα
23.1.45 καὶ
23.1.45 θυσίας
23.1.45 καὶ
23.1.45 σπονδὴν
23.1.45 ἐκ
23.1.45 τοῦ
23.1.45 ἁγιάσματος,
23.1.45 καὶ
23.1.45 βεβηλῶσαι
23.1.45 σάββατα
23.1.45 καὶ
23.1.45 ἑορτάς,
23.1.46 καὶ
23.1.46 μιᾶναι
23.1.46 ἁγίασμα
23.1.46 καὶ
23.1.46 ἁγίους·
23.1.47 οἰκοδομῆσαι
23.1.47 βωμοὺς
23.1.47 καὶ
23.1.47 τεμένη
23.1.47 καὶ
23.1.47 εἴδωλα,
23.1.47 καὶ
23.1.47 θύειν
23.1.47 ὕεια
23.1.47 καὶ
23.1.47 κτήνη
23.1.47 κοινά,
23.1.48 καὶ
23.1.48 ἀφιέναι
23.1.48 τοὺς
23.1.48 υἱοὺς
23.1.48 αὐτῶν
23.1.48 ἀπεριτμήτους,
23.1.48 βδελύξαι
23.1.48 τὰς
23.1.48 ψυχὰς
23.1.48 αὐτῶν
23.1.48 ἐν
23.1.48 παντὶ
23.1.48 ἀκαθάρτῳ
23.1.48 καὶ
23.1.48 βεβηλῶσαι.
23.1.49 ὥστε
23.1.49 ἐπιλαθέσθαι
23.1.49 τοῦ
23.1.49 νόμου,
23.1.49 καὶ
23.1.49 ἀλλάξαι
23.1.49 πάντα
23.1.49 τὰ
23.1.49 δικαιώματα.,
23.1.50 καὶ
23.1.50 ὁς
23.1.50 ἂν
23.1.50 μὴ
23.1.50 ποιήσῃ
23.1.50 κατὰ
23.1.50 τὸ
23.1.50 ῤῆμα
23.1.50 τοῦ
23.1.50 βασιλέως
23.1.50 ἀποθανεῖται.
23.1.51 κατὰ
23.1.51 πάντας
23.1.51 τοὺς
23.1.51 λόγους
23.1.51 τούτους
23.1.51 ἔγραψεν
23.1.51 τῇ
23.1.51 βασιλείᾳ
23.1.51 αὐτοῦ,
23.1.51 καὶ
23.1.51 ἐποίησεν
23.1.51 ἐπισκόπους
23.1.51 ἐπὶ
23.1.51 πάντα
23.1.51 τὸν
23.1.51 λαόν·
23.1.51 καὶ
23.1.51 ἐνετείλατο
23.1.51 ταῖς
23.1.51 πόλεσιν
23.1.51 Ἰούδα
23.1.51 θυσιάζειν
23.1.51 κατὰ
23.1.51 πόλιν
23.1.51 καὶ
23.1.51 πόλιν.
23.1.52 καὶ
23.1.52 συνηθροίσθησαν
23.1.52 ἀπὸ
23.1.52 τοῦ
23.1.52 λαοῦ
23.1.52 πρὸς
23.1.52 αὐτοὺς
23.1.52 πολλοί,
23.1.52 πᾶς
23.1.52 ὁ
23.1.52 ἐνκαταλείπων
23.1.52 τὸν
23.1.52 νόμον·
23.1.52 καὶ
23.1.52 ἐποίησαν
23.1.52 κακὰ
23.1.52 ἐν
23.1.52 τῇ
23.1.52 γῇ,
23.1.53 καὶ
23.1.53 ἔθεντο
23.1.53 τὸν
23.1.53 Ἰσραὴλ
23.1.53 ἐν
23.1.53 κρυφίοις
23.1.53 ἐν
23.1.53 παντὶ
23.1.53 φυγαδευτηρίῳ
23.1.53 αὐτῶν.
23.1.54 Καὶ
23.1.54 πεντεκαιδεκάτῃ
23.1.54 ἡμέρᾳ
23.1.54 Χασελεὺ
23.1.54 τῷ
23.1.54 πέμπτῳ
23.1.54 καὶ
23.1.54 τεσσερακοστῷ
23.1.54 ἔτει
23.1.54 ᾠκοδόμησαν
23.1.54 βδέλυγμα
23.1.54 ἐρημώσεως
23.1.54 ἐπὶ
23.1.54 τὸ
23.1.54 θυσιαστήριον·
23.1.54 καὶ
23.1.54 ἐν
23.1.54 πόλεσιν
23.1.54 Ἰούδα
23.1.54 κύκλῳ
23.1.54 ᾠκοδόμησαν
23.1.54 βωμούς,
23.1.55 καὶ
23.1.55 ἐπὶ
23.1.55 τῶν
23.1.55 θυρίδων
23.1.55 τῶν
23.1.55 οἰκιῶν
23.1.55 καὶ
23.1.55 ἐν
23.1.55 ταῖς
23.1.55 πλατείαις
23.1.55 ἐθυμίων.
23.1.56 καὶ
23.1.56 τὰ
23.1.56 βιβλία
23.1.56 τοῦ
23.1.56 νόμου
23.1.56 ἃ
23.1.56 εὗρον,
23.1.56 ἐνεπύρισαν
23.1.56 πυρὶ
23.1.56 κατασχίσαντες.
23.1.57 καὶ
23.1.57 ὅπου
23.1.57 εὑρίσκετο
23.1.57 παρά
23.1.57 τινι
23.1.57 βιβλίον
23.1.57 διαθήκης,
23.1.57 καὶ
23.1.57 εἴ
23.1.57 τις
23.1.57 συνευδόκει
23.1.57 τῷ
23.1.57 νόμῳ,
23.1.57 τὸ
23.1.57 σύγκριμα
23.1.57 τοῦ
23.1.57 βασιλέως
23.1.57 ἐθανάτου
23.1.57 αὐτόν.
23.1.58 ἐν
23.1.58 ἰσχύι
23.1.58 αὐτῶν
23.1.58 ἐποίουν
23.1.58 οὕτω
23.1.58 τῷ
23.1.58 Ἰσραήλ,
23.1.58 τοῖς
23.1.58 εὑρισκομένοις
23.1.58 ἐν
23.1.58 παντὶ
23.1.58 μηνὶ
23.1.58 καὶ
23.1.58 μηνὶ
23.1.58 ἐν
23.1.58 ταῖς
23.1.58 πόλεσιν.
23.1.59 καὶ
23.1.59 πέμπτῃ
23.1.59 καὶ
23.1.59 εἰκάδι
23.1.59 τοῦ
23.1.59 μηνὸς
23.1.59 θυσιάζοντες
23.1.59 ἐπὶ
23.1.59 τὸν
23.1.59 βωμὸν
23.1.59 ὃς
23.1.59 ἦν
23.1.59 ἐπὶ
23.1.59 τοῦ
23.1.59 θυσιαστηρίου.
23.1.60 καὶ
23.1.60 τὰς
23.1.60 γυναῖκας
23.1.60 τὰς
23.1.60 περιτετμηκυίας
23.1.60 τὰ
23.1.60 τέκνα
23.1.60 αὐτῶν
23.1.60 ἐθανάτωσαν
23.1.60 κατὰ
23.1.60 τὸ
23.1.60 πρόσταγμα,
23.1.61 καὶ
23.1.61 ἐκρέμασαν
23.1.61 τὰ
23.1.61 βρέφη
23.1.61 ἐκ
23.1.61 τῶν
23.1.61 τραχήλων
23.1.61 αὐτῶν,
23.1.61 καὶ
23.1.61 τοὺς
23.1.61 οἰκείους
23.1.61 αὐτῶν,
23.1.61 καὶ
23.1.61 τοὺς
23.1.61 περιτετμηκότας
23.1.61 αὐτούς·
23.1.62 καὶ
23.1.62 πολλοὶ
23.1.62 ἐν
23.1.62 Ἰσραὴλ
23.1.62 ἐκρεμάσθησαν.
23.1.62 καὶ
23.1.62 ὀχυρὠθησαν
23.1.62 ἐν
23.1.62 αὑτοῖς
23.1.62 τοῦ
23.1.62 μὴ
23.1.62 φαγεῖν
23.1.62 κοινά·
23.1.63 καὶ
23.1.63 ἐπεδέξαντο
23.1.63 ἀποθανεῖν,
23.1.63 ἵνα
23.1.63 μὴ
23.1.63 μιανθῶσιν
23.1.63 τοῖς
23.1.63 βρώμασιν,
23.1.63 καὶ
23.1.63 μὴ
23.1.63 βεβηλώσουσιν
23.1.63 διαθήκην
23.1.63 ἁγίαν·
23.1.63 καὶ
23.1.63 ἀπέθανον.
23.1.64 καὶ
23.1.64 ἐγένετο
23.1.64 ἀργὴ
23.1.64 μεγάλη
