02001001 ΤΑΥΤΑ ΤΑΥΤΑ ΤΑΥΤΑ
02001008 ἕτερος ἕτερος ἕτερος
02001008 ἐπ’ ἐπ’ ἐπί
02001008 Αἴγυπτον, Αἴγυπτον Αἴγυπτον
02001008 ὃς ὃς ὅς
02001008 οὐκ οὐκ οὐ
02001008 ᾔδει ᾔδει ᾔδει
02001008 τὸν τὸν τόν
02001008 Ἰωσήφ. Ἰωσήφ Ἰωσήφ
02001009 εἶπεν εἶπεν εἶπεν
02001009 δὲ δὲ δέ
02001009 τῷ τῷ τῷ
02001009 ἔθνει ἔθνει ἔθνει
02001009 αὐτοῦ αὐτοῦ αὐτοῦ
02001009 Ἰδοὺ Ἰδοὺ Ἰδού
02001009 τὸ τὸ τό
02001009 γένος γένος γένος
02001009 τῶν τῶν τῶν
02001009 υἱῶν υἱῶν υἱῶν
02001009 Ἰσραὴλ Ἰσραὴλ Ἰσραήλ
02001009 μέγα μέγα μέγα
02001009 πλῆθος, πλῆθος πλῆθος
02001009 καὶ καὶ καί
02001009 ἰσχύει ἰσχύει ἰσχύει
02001009 ὑπὲρ ὑπὲρ ὑπέρ
02001009 ἡμᾶς· ἡμᾶς ἡμᾶς
02001010 δεῦτε δεῦτε δεῦτε
02001010 οὖν οὖν οὖν
02001010 κατασοφισώμεθα κατασοφισώμεθα κατασοφισώμεθα
02001010 αὐτούς, αὐτούς αὐτούς
02001010 μή μή μή
02001010 ποτε ποτε ποτε
02001010 πληθυνθῇ, πληθυνθῇ πληθυνθῇ
02001010 καὶ καὶ καί
02001010 ἡνίκα ἡνίκα ἡνίκα
02001010 ἂν ἂν ἄν
02001010 συμβῇ συμβῇ συμβῇ
02001010 ἡμῖν ἡμῖν ἡμῖν
02001010 πόλεμος πόλεμος πόλεμος
02001010 προστεθήσονται προστεθήσονται προστεθήσονται
02001010 καὶ καὶ καί
02001010 οὗτοι οὗτοι οὗτοι
02001010 πρὸς πρὸς πρός
02001010 τοὺς τοὺς τούς
02001010 ὑπεναντίους, ὑπεναντίους ὑπεναντίους
02001010 καὶ καὶ καί
02001010 ἐκπολεμήσαντες ἐκπολεμήσαντες ἐκπολεμήσαντες
02001010 ἡμᾶς ἡμᾶς ἡμᾶς
02001010 ἐξελεύσονται ἐξελεύσονται ἐξελεύσονται
02001010 ἐκ ἐκ ἐκ
02001010 τῆς τῆς τῆς
02001010 ⸂⸆⸃ ⸂⸆⸃ ⸂⸆⸃
02001010 γῆς. γῆς γῆς
02001011 καὶ καὶ καί
02001011 ἐπέστησεν ἐπέστησεν ἐπέστησεν
02001011 αὐτοῖς αὐτοῖς αὐτοῖς
02001011 ἐπιστάτας ἐπιστάτας ἐπιστάτας
02001011 τῶν τῶν τῶν
02001011 ἔργων, ἔργων ἔργων
02001011 ἵνα ἵνα ἵνα
02001011 κακώσωσιν κακώσωσιν κακώσωσιν
02001011 αὐτοὺς αὐτοὺς αὐτούς
02001011 ἐν ἐν ἐν
02001011 τοῖς τοῖς τοῖς
02001011 ἔργοις· ἔργοις ἔργοις
02001011 καὶ καὶ καί
02001011 ᾠκοδόμησαν ᾠκοδόμησαν ᾠκοδόμησαν
02001011 πόλεις πόλεις πόλεις
02001011 ὀχυρὰς ὀχυρὰς ὀχυράς
02001011 τῷ τῷ τῷ
02001011 Φαραώ, Φαραώ Φαραώ
02001011 τήν τήν τήν
02001011 τε τε τε
02001011 Πειθὼ Πειθὼ Πειθώ
02001011 καὶ καὶ καί
02001011 Ῥαμεσσὴ Ῥαμεσσὴ Ῥαμεσσή
02001011 καὶ καὶ καί
02001011 Ὤν, Ὤν Ὤν
02001011 ἥ ἥ ἥ
02001011 ἐστιν ἐστιν ἐστί(ν)
02001011 Ἡλίου Ἡλίου Ἡλίου
02001011 πόλις. πόλις πόλις
02001012 καθότι καθότι καθότι
02001012 δὲ δὲ δέ
02001012 αὐτοὺς αὐτοὺς αὐτούς
02001012 ἐταπείνουν, ἐταπείνουν ἐταπείνουν
02001012 τοσούτῳ τοσούτῳ τοσούτῳ
02001012 πλείους πλείους πλείους
02001012 ἐγίνοντο, ἐγίνοντο ἐγίνοντο
02001012 καὶ καὶ καί
02001012 ἴσχυον ἴσχυον ἴσχυον
02001012 σφόδρα σφόδρα σφόδρα
02001012 σφόδρα· σφόδρα σφόδρα
02001012 καὶ καὶ καί
02001012 ἐβδελύσσοντο ἐβδελύσσοντο ἐβδελύσσοντο
02001012 οἱ οἱ οἱ
02001012 Αἰγύπτιοι Αἰγύπτιοι Αἰγύπτιοι
02001012 ἀπὸ ἀπὸ ἀπό
02001012 τῶν τῶν τῶν
02001012 υἱῶν υἱῶν υἱῶν
02001012 Ἰσραήλ. Ἰσραήλ Ἰσραήλ
02001013 καὶ καὶ καί
02001013 κατεδυνάστευον κατεδυνάστευον κατεδυνάστευον
02001013 οἱ οἱ οἱ
02001013 Αἰγύπτιοι Αἰγύπτιοι Αἰγύπτιοι
02001013 τοὺς τοὺς τούς
02001013 υἱοὺς υἱοὺς υἱούς
02001013 Ἰσραὴλ Ἰσραὴλ Ἰσραήλ
02001013 βίᾳ, βίᾳ βίᾳ
02001014 καὶ καὶ καί
02001014 κατωδύνων κατωδύνων κατωδύνων
02001014 αὐτῶν αὐτῶν αὐτῶν
02001014 τὴν τὴν τήν
02001014 ζωὴν ζωὴν ζωήν
02001014 ἐν ἐν ἐν
02001014 τοῖς τοῖς τοῖς
02001014 ἔργοις ἔργοις ἔργοις
02001014 τοῖς τοῖς τοῖς
02001014 σκληροῖς, σκληροῖς σκληροῖς
02001014 τῷ τῷ τῷ
02001014 πηλῷ πηλῷ πηλῷ
02001014 καὶ καὶ καί
02001014 τῇ τῇ τῇ
02001014 πλινθίᾳ πλινθίᾳ πλινθίᾳ
02001014 καὶ καὶ καί
02001014 πᾶσι πᾶσι πᾶσι
02001014 τοῖς τοῖς τοῖς
02001014 ἔργοις ἔργοις ἔργοις
02001014 τοῖς τοῖς τοῖς
02001014 ἐν ἐν ἐν
02001014 τοῖς τοῖς τοῖς
02001014 πεδίοις, πεδίοις πεδίοις
02001014 κατὰ κατὰ κατά
02001014 πάντα πάντα πάντα
02001014 τὰ τὰ τά
02001014 ἔργα ἔργα ἔργα
02001014 ὧν ὧν ὧν
02001014 κατεδουλοῦντο κατεδουλοῦντο κατεδουλοῦντο
02001014 αὐτοὺς αὐτοὺς αὐτούς
02001014 μετὰ μετὰ μετά
02001014 βίας. βίας βίας
02001015 Καὶ Καὶ Καί
02001015 εἶπεν εἶπεν εἶπεν
02001015 ὁ ὁ ὁ
02001015 βασιλεὺς βασιλεὺς βασιλεύς
02001015 τῶν τῶν τῶν
02001015 Αἰγυπτίων Αἰγυπτίων Αἰγυπτίων
02001015 ταῖς ταῖς ταῖς
02001015 μαίαις μαίαις μαίαις
02001015 τῶν τῶν τῶν
02001015 Ἐβραίων, Ἐβραίων Ἐβραίων
02001015 τῇ τῇ τῇ
02001015 μιᾷ μιᾷ μιᾷ
02001015 αὐτῶν αὐτῶν αὐτῶν
02001015 ᾗ ᾗ ᾗ
02001015 ὄνομα ὄνομα ὄνομα
02001015 Σεπφωρά, Σεπφωρά Σεπφωρά
02001015 καὶ καὶ καί
02001015 τὸ τὸ τό
02001015 ὄνομα ὄνομα ὄνομα
02001015 τῆς τῆς τῆς
02001015 δευτέρας δευτέρας δευτέρας
02001015 Φουά· Φουά Φουά
02001016 καὶ καὶ καί
02001016 εἶπεν εἶπεν εἶπεν
02001016 Ὅταν Ὅταν Ὅταν
02001016 μαιοῦσθε μαιοῦσθε μαιοῦσθε
02001016 τὰς τὰς τάς
02001016 Ἐβραίας Ἐβραίας Ἐβραίας
02001016 καὶ καὶ καί
02001016 ὦσιν ὦσιν ὦσιν
02001016 πρὸς πρὸς πρός
02001016 τῷ τῷ τῷ
02001016 τίκτειν, τίκτειν τίκτειν
02001016 ἐὰν ἐὰν ἐάν
02001016 μὲν μὲν μέν
02001016 ἄρσεν ἄρσεν ἄρσεν
02001016 ᾖ, ᾖ ᾖ
02001016 ἀποκτείνατε ἀποκτείνατε ἀποκτείνατε
02001016 αὐτό· αὐτό αὐτό
02001016 ἐὰν ἐὰν ἐάν
02001016 δὲ δὲ δέ
02001016 θῆλυ, θῆλυ θῆλυ
02001016 περιποιεῖσθε περιποιεῖσθε περιποιεῖσθε
02001016 αὐτό. αὐτό αὐτό
02001017 ἐφοβήθησαν ἐφοβήθησαν ἐφοβήθησαν
02001017 δὲ δὲ δέ
02001017 αἱ αἱ αἱ
02001017 μαῖαι μαῖαι μαῖαι
02001017 τὸν τὸν τόν
02001017 θεόν, θεόν θεόν
02001017 καὶ καὶ καί
02001017 οὐκ οὐκ οὐ
02001017 ἐποίησαν ἐποίησαν ἐποίησαν
02001017 καθότι καθότι καθότι
02001017 συνέταξεν συνέταξεν συνέταξεν
02001017 αὐταῖς αὐταῖς αὐταῖς
02001017 ὁ ὁ ὁ
02001017 βασιλεὺς βασιλεὺς βασιλεύς
02001017 Αἰγύπτου, Αἰγύπτου Αἰγύπτου
02001017 καὶ καὶ καί
02001017 ἐζωογόνουν ἐζωογόνουν ἐζωογόνουν
02001017 τὰ τὰ τά
02001017 ἄρσενα. ἄρσενα ἄρσενα
02001018 ἐκάλεσεν ἐκάλεσεν ἐκάλεσεν
02001018 δὲ δὲ δέ
02001018 ὁ ὁ ὁ
02001018 βασιλεὺς βασιλεὺς βασιλεύς
02001018 Αἰγύπτου Αἰγύπτου Αἰγύπτου
02001018 τὰς τὰς τάς
02001018 μαίας μαίας μαίας
02001018 καὶ καὶ καί
02001018 εἶπεν εἶπεν εἶπεν
02001018 αὐταῖς αὐταῖς αὐταῖς
02001018 Τί Τί Τί
02001018 ὅτι ὅτι ὅτι
02001018 ἐποιήσατε ἐποιήσατε ἐποιήσατε
02001018 τὸ τὸ τό
02001018 πρᾶγμα πρᾶγμα πρᾶγμα
02001018 τοῦτο τοῦτο τοῦτο
02001018 καὶ καὶ καί
02001018 ἐζωογονεῖτε ἐζωογονεῖτε ἐζωογονεῖτε
02001018 τὰ τὰ τά
02001018 ἄρσενα; ἄρσενα ἄρσενα
02001019 εἶπαν εἶπαν εἶπαν
02001019 δὲ δὲ δέ
02001019 αἱ αἱ αἱ
02001019 μαῖαι μαῖαι μαῖαι
02001019 τῷ τῷ τῷ
02001019 Φαραώ Φαραώ Φαραώ
02001019 Οὐχ Οὐχ Οὐχ
02001019 ὡς ὡς ὡς
02001019 γυναῖκες γυναῖκες γυναῖκες
02001019 Αἰγύπτου Αἰγύπτου Αἰγύπτου
02001019 αἱ αἱ αἱ
02001019 Ἐβραῖαι, Ἐβραῖαι Ἐβραῖαι
02001019 τίκτουσιν τίκτουσιν τίκτουσιν
02001019 γὰρ γὰρ γάρ
02001019 πρὶν πρὶν πρίν
02001019 ἢ ἢ ἤ
02001019 εἰσελθεῖν εἰσελθεῖν εἰσελθεῖν
02001019 πρὸς πρὸς πρός
02001019 αὐτὰς αὐτὰς αὐτάς
02001019 τὰς τὰς τάς
02001019 μαίας, μαίας μαίας
02001019 καὶ καὶ καί
02001019 ἔτικτον. ἔτικτον ἔτικτον
02001020 εὖ εὖ εὖ
02001020 δὲ δὲ δέ
02001020 ἐποίει ἐποίει ἐποίει
02001020 ὁ ὁ ὁ
02001020 θεὸς θεὸς θεός
02001020 ταῖς ταῖς ταῖς
02001020 μαίαις, μαίαις μαίαις
02001020 καὶ καὶ καί
02001020 ἐπλήθυνεν ἐπλήθυνεν ἐπλήθυνεν
02001020 ὁ ὁ ὁ
02001020 λαὸς λαὸς λαός
02001020 καὶ καὶ καί
02001020 ἴσχυεν ἴσχυεν ἴσχυεν
02001020 σφόδρα. σφόδρα σφόδρα
02001021 ἐπειδὴ ἐπειδὴ ἐπειδή
02001021 ἐφοβοῦντο ἐφοβοῦντο ἐφοβοῦντο
02001021 αἱ αἱ αἱ
02001021 μαῖαι μαῖαι μαῖαι
02001021 τὸν τὸν τόν
02001021 θεόν, θεόν θεόν
02001021 ἐποίησαν ἐποίησαν ἐποίησαν
02001021 ἑαυταῖς ἑαυταῖς ἑαυταῖς
02001021 οἰκίας. οἰκίας οἰκίας
02001022 Συνέταξεν Συνέταξεν Συνέταξεν
02001022 δὲ δὲ δέ
02001022 Φαραὼ Φαραὼ Φαραώ
02001022 παντὶ παντὶ παντί
02001022 τῷ τῷ τῷ
02001022 λαῷ λαῷ λαῷ
02001022 αὐτοῦ αὐτοῦ αὐτοῦ
02001022 λέγων λέγων λέγων
02001022 Πᾶν Πᾶν Πᾶν
02001022 ἄρσεν ἄρσεν ἄρσεν
02001022 ὃ ὃ ὁ/ὅ@
02001022 ἐὰν ἐὰν ἐάν
02001022 τεχθῇ τεχθῇ τεχθῇ
02001022 τοῖς τοῖς τοῖς
02001022 Ἐβραίοις Ἐβραίοις Ἐβραίοις
02001022 εἰς εἰς εἰς
02001022 τὸν τὸν τόν
02001022 ποταμὸν ποταμὸν ποταμόν
02001022 ῥίψατε, ῥίψατε ῥίψατε
02001022 καὶ καὶ καί
02001022 πᾶν πᾶν πᾶν
02001022 θῆλυ, θῆλυ θῆλυ
02001022 ζωογονεῖτε ζωογονεῖτε ζωογονεῖτε
02001022 αὐτό. αὐτό αὐτό
02002001 Ἦν Ἦν Ἦν
02002001 δέ δέ δέ
02002001 τις τις τις
02002001 ἐκ ἐκ ἐκ
02002001 τῆς τῆς τῆς
02002001 φυλῆς φυλῆς φυλῆς
02002001 Λευεὶ Λευεὶ Λευεί
02002001 ὃς ὃς ὅς
02002001 ἔλαβεν ἔλαβεν ἔλαβεν
02002001 τῶν τῶν τῶν
02002001 θυγατέρων θυγατέρων θυγατέρων
02002001 Λευεί. Λευεί Λευεί
02002002 καὶ καὶ καί
02002002 ἐν ἐν ἐν
02002002 γαστρὶ γαστρὶ γαστρί
02002002 ἔλαβεν ἔλαβεν ἔλαβεν
02002002 καὶ καὶ καί
02002002 ἔτεκεν ἔτεκεν ἔτεκεν
02002002 ἄρσεν· ἄρσεν ἄρσεν
02002002 ἰδόντες ἰδόντες ἰδόντες
02002002 δὲ δὲ δέ
02002002 αὐτὸ αὐτὸ αὐτό
02002002 ἀστεῖον ἀστεῖον ἀστεῖον
02002002 ἐσκέπασαν ἐσκέπασαν ἐσκέπασαν
02002002 αὐτὸ αὐτὸ αὐτό
02002002 μῆνας μῆνας μῆνας
02002002 τρεῖς. τρεῖς τρεῖς
02002003 ἐπεὶ ἐπεὶ ἐπεί
02002003 δὲ δὲ δέ
02002003 οὐκ οὐκ οὐ
02002003 ἠδύναντο ἠδύναντο ἠδύναντο
02002003 αὐτὸ αὐτὸ αὐτό
02002003 ἔτι ἔτι ἔτι
02002003 κρύπτειν, κρύπτειν κρύπτειν
02002003 ἔλαβεν ἔλαβεν ἔλαβεν
02002003 αὐτῷ αὐτῷ αὐτῷ
02002003 ἡ ἡ ἡ
02002003 μήτηρ μήτηρ μήτηρ
02002003 αὐτοῦ αὐτοῦ αὐτοῦ
02002003 θῖβιν θῖβιν θῖβιν
02002003 καὶ καὶ καί
02002003 κατέχρισεν κατέχρισεν κατέχρισεν
02002003 αὐτὴν αὐτὴν αὐτήν
02002003 ἀσφαλτοπίσσῃ ἀσφαλτοπίσσῃ ἀσφαλτοπίσσῃ
02002003 καὶ καὶ καί
02002003 ἐνέβαλεν ἐνέβαλεν ἐνέβαλεν
02002003 τὸ τὸ τό
02002003 παιδίον παιδίον παιδίον
02002003 εἰς εἰς εἰς
02002003 αὐτήν, αὐτήν αὐτήν
02002003 καὶ καὶ καί
02002003 ἔθηκεν ἔθηκεν ἔθηκεν
02002003 αὐτὴν αὐτὴν αὐτήν
02002003 εἰς εἰς εἰς
02002003 τὸ τὸ τό
02002003 ἕλος ἕλος ἕλος
02002003 παρὰ παρὰ παρά
02002003 τὸν τὸν τόν
02002003 ποταμόν. ποταμόν ποταμόν
02002004 καὶ καὶ καί
02002004 κατεσκόπευεν κατεσκόπευεν κατεσκόπευεν
02002004 ἡ ἡ ἡ
02002004 ἀδελφὴ ἀδελφὴ ἀδελφή
02002004 αὐτοῦ αὐτοῦ αὐτοῦ
02002004 μακρόθεν μακρόθεν μακρόθεν
02002004 μαθεῖν μαθεῖν μαθεῖν
02002004 τί τί τί
02002004 τὸ τὸ τό
02002004 ἀποβησόμενον ἀποβησόμενον ἀποβησόμενον
02002004 αὐτῷ. αὐτῷ αὐτῷ
02002005 κατέβη κατέβη κατέβη
02002005 δὲ δὲ δέ
02002005 ἡ ἡ ἡ
02002005 θυγάτηρ θυγάτηρ θυγάτηρ
02002005 Φαραὼ Φαραὼ Φαραώ
02002005 λούσασθαι λούσασθαι λούσασθαι
02002005 ἐπὶ ἐπὶ ἐπί
02002005 τὸν τὸν τόν
02002005 ποταμόν, ποταμόν ποταμόν
02002005 καὶ καὶ καί
02002005 αἱ αἱ αἱ
02002005 ἅβραι ἅβραι ἅβραι
02002005 αὐτῆς αὐτῆς αὐτῆς
02002005 παρεπορεύοντο παρεπορεύοντο παρεπορεύοντο
02002005 παρὰ παρὰ παρά
02002005 τὸν τὸν τόν
02002005 ποταμόν· ποταμόν ποταμόν
02002005 καὶ καὶ καί
02002005 ἰδοῦσα ἰδοῦσα ἰδοῦσα
02002005 τὴν τὴν τήν
02002005 θῖβιν θῖβιν θῖβιν
02002005 ἐν ἐν ἐν
02002005 τῷ τῷ τῷ
02002005 ἕλει, ἕλει ἕλει
02002005 ἀποστείλασα ἀποστείλασα ἀποστείλασα
02002005 τὴν τὴν τήν
02002005 ἅβραν ἅβραν ἅβραν
02002005 ἀνείλατο ἀνείλατο ἀνείλατο
02002005 αὐτήν. αὐτήν αὐτήν
02002006 ἀνοίξασα ἀνοίξασα ἀνοίξασα
02002006 δὲ δὲ δέ
02002006 ὁρᾷ ὁρᾷ ὁρᾷ
02002006 παιδίον παιδίον παιδίον
02002006 κλαῖον κλαῖον κλαῖον
02002006 ἐν ἐν ἐν
02002006 τῇ τῇ τῇ
02002006 θίβει· θίβει θίβει
02002006 καὶ καὶ καί
02002006 ἐφείσατο ἐφείσατο ἐφείσατο
02002006 αὐτοῦ αὐτοῦ αὐτοῦ
02002006 ἡ ἡ ἡ
02002006 θυγάτηρ θυγάτηρ θυγάτηρ
02002006 Φαραώ, Φαραώ Φαραώ
02002006 καὶ καὶ καί
02002006 ἔφη ἔφη ἔφη
02002006 Ἀπὸ Ἀπὸ Ἀπό
02002006 τῶν τῶν τῶν
02002006 παιδίων παιδίων παιδίων
02002006 τῶν τῶν τῶν
02002006 Ἐβραίων Ἐβραίων Ἐβραίων
02002006 τοῦτο. τοῦτο τοῦτο
02002007 καὶ καὶ καί
02002007 εἶπεν εἶπεν εἶπεν
02002007 ἡ ἡ ἡ
02002007 ἀδελφὴ ἀδελφὴ ἀδελφή
02002007 αὐτοῦ αὐτοῦ αὐτοῦ
02002007 τῇ τῇ τῇ
02002007 θυγατρὶ θυγατρὶ θυγατρί
02002007 Φαραώ Φαραώ Φαραώ
02002007 Θέλεις Θέλεις Θέλεις
02002007 καλέσω καλέσω καλέσω
02002007 σοι σοι σοι
02002007 γυναῖκα γυναῖκα γυναῖκα
02002007 τροφεύουσαν τροφεύουσαν τροφεύουσαν
02002007 ἐκ ἐκ ἐκ
02002007 τῶν τῶν τῶν
02002007 Ἐβραίων, Ἐβραίων Ἐβραίων
02002007 καὶ καὶ καί
02002007 θηλάσει θηλάσει θηλάσει
02002007 σοι σοι σοι
02002007 τὸ τὸ τό
02002007 παιδίον; παιδίον παιδίον
02002008 ἡ ἡ ἡ
02002008 δὲ δὲ δέ
02002008 εἶπεν εἶπεν εἶπεν
02002008 ἡ ἡ ἡ
02002008 θυγάτηρ θυγάτηρ θυγάτηρ
02002008 Φαραώ Φαραώ Φαραώ
02002008 Πορεύου. Πορεύου Πορεύου
02002008 ἐλθοῦσα ἐλθοῦσα ἐλθοῦσα
02002008 δὲ δὲ δέ
02002008 ἡ ἡ ἡ
02002008 νεᾶνις νεᾶνις νεᾶνις
02002008 ἐκάλεσεν ἐκάλεσεν ἐκάλεσεν
02002008 τὴν τὴν τήν
02002008 μητέρα μητέρα μητέρα
02002008 τοῦ τοῦ τοῦ
02002008 παιδίου. παιδίου παιδίου
02002009 εἶπεν εἶπεν εἶπεν
02002009 δὲ δὲ δέ
02002009 πρὸς πρὸς πρός
02002009 αὐτὴν αὐτὴν αὐτήν
02002009 ἡ ἡ ἡ
02002009 θυγάτηρ θυγάτηρ θυγάτηρ
02002009 Φαραώ Φαραώ Φαραώ
02002009 Διατήρησόν Διατήρησόν Διατήρησόν
02002009 μοι μοι μοι
02002009 τὸ τὸ τό
02002009 παιδίον παιδίον παιδίον
02002009 τοῦτο τοῦτο τοῦτο
02002009 καὶ καὶ καί
02002009 θήλασόν θήλασόν θήλασόν
02002009 μοι μοι μοι
02002009 αὐτό, αὐτό αὐτό
02002009 ἐγὼ ἐγὼ ἐγώ
02002009 δὲ δὲ δέ
02002009 δώσω δώσω δώσω
02002009 σοι σοι σοι
02002009 τὸν τὸν τόν
02002009 μισθόν. μισθόν μισθόν
02002009 ἔλαβεν ἔλαβεν ἔλαβεν
02002009 δὲ δὲ δέ
02002009 ἡ ἡ ἡ
02002009 γυνὴ γυνὴ γυνή
02002009 τὸ τὸ τό
02002009 παιδίον παιδίον παιδίον
02002009 καὶ καὶ καί
02002009 ἐθήλαζεν ἐθήλαζεν ἐθήλαζεν
02002009 αὐτό. αὐτό αὐτό
02002010 ἁδρυνθέντος ἁδρυνθέντος ἁδρυνθέντος
02002010 δὲ δὲ δέ
02002010 τοῦ τοῦ τοῦ
02002010 παιδίου, παιδίου παιδίου
02002010 εἰσήγαγεν εἰσήγαγεν εἰσήγαγεν
02002010 αὐτὸ αὐτὸ αὐτό
02002010 πρὸς πρὸς πρός
02002010 τὴν τὴν τήν
02002010 θυγατέρα θυγατέρα θυγατέρα
02002010 Φαραώ, Φαραώ Φαραώ
02002010 καὶ καὶ καί
02002010 ἐγενήθη ἐγενήθη ἐγενήθη
02002010 αὐτῇ αὐτῇ αὐτῇ
02002010 εἰς εἰς εἰς
02002010 υἱόν· υἱόν υἱόν
02002010 ἐπωνόμασεν ἐπωνόμασεν ἐπωνόμασεν
02002010 δὲ δὲ δέ
02002010 τὸ τὸ τό
02002010 ὄνομα ὄνομα ὄνομα
02002010 αὐτοῦ αὐτοῦ αὐτοῦ
02002010 Μωυσῆν Μωυσῆν Μωυσῆν
02002010 λέγουσα λέγουσα λέγουσα
02002010 Ἐκ Ἐκ Ἐκ
02002010 τοῦ τοῦ τοῦ
02002010 ὕδατος ὕδατος ὕδατος
02002010 αὐτὸν αὐτὸν αὐτόν
02002010 ἀνειλόμην. ἀνειλόμην ἀνειλόμην
02002011 Ἐγένετο Ἐγένετο Ἐγένετο
02002011 δὲ δὲ δέ
02002011 ἐν ἐν ἐν
02002011 ταῖς ταῖς ταῖς
02002011 ἡμέραις ἡμέραις ἡμέραις
02002011 ταῖς ταῖς ταῖς
02002011 πολλαῖς πολλαῖς πολλαῖς
02002011 ἐκείναις ἐκείναις ἐκείναις
02002011 μέγας μέγας μέγας
02002011 γενόμενος γενόμενος γενόμενος
02002011 Μωυσῆς Μωυσῆς Μωυσῆς
02002011 ἐξῆλθεν ἐξῆλθεν ἐξῆλθεν
02002011 πρὸς πρὸς πρός
02002011 τοὺς τοὺς τούς
02002011 ἀδελφοὺς ἀδελφοὺς ἀδελφούς
02002011 αὐτοῦ αὐτοῦ αὐτοῦ
02002011 τοὺς τοὺς τούς
02002011 υἱοὺς υἱοὺς υἱούς
02002011 Ἰσραήλ. Ἰσραήλ Ἰσραήλ
02002011 κατανοήσας κατανοήσας κατανοήσας
02002011 δὲ δὲ δέ
02002011 τὸν τὸν τόν
02002011 πόνον πόνον πόνον
